LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
PRT,TRADEGOODSERV,IMP,AGRWTH,A,1987,23.0602807326,E
PRT,TRADEGOODSERV,IMP,AGRWTH,A,1988,17.9839661211,E
PRT,TRADEGOODSERV,IMP,AGRWTH,A,1989,5.902719971,E
PRT,TRADEGOODSERV,IMP,AGRWTH,A,1990,14.5079929094,E
PRT,TRADEGOODSERV,IMP,AGRWTH,A,1991,7.2423245107,E
PRT,TRADEGOODSERV,IMP,AGRWTH,A,1992,10.705897512,E
PRT,TRADEGOODSERV,IMP,AGRWTH,A,1993,-3.2975368081,E
PRT,TRADEGOODSERV,IMP,AGRWTH,A,1994,8.8259004007,E
PRT,TRADEGOODSERV,IMP,AGRWTH,A,1995,7.4203031874,E
PRT,TRADEGOODSERV,IMP,AGRWTH,A,1996,5.896895188,
PRT,TRADEGOODSERV,IMP,AGRWTH,A,1997,10.4185640499,
PRT,TRADEGOODSERV,IMP,AGRWTH,A,1998,14.6891230149,
PRT,TRADEGOODSERV,IMP,AGRWTH,A,1999,9.1120468804,
PRT,TRADEGOODSERV,IMP,AGRWTH,A,2000,5.5310112491,
PRT,TRADEGOODSERV,IMP,AGRWTH,A,2001,1.0910017654,
PRT,TRADEGOODSERV,IMP,AGRWTH,A,2002,-0.2023411485,
PRT,TRADEGOODSERV,IMP,AGRWTH,A,2003,-0.4387193505,
PRT,TRADEGOODSERV,IMP,AGRWTH,A,2004,7.6128131575,
PRT,TRADEGOODSERV,IMP,AGRWTH,A,2005,2.1645579221,
PRT,TRADEGOODSERV,IMP,AGRWTH,A,2006,7.4964649494,
PRT,TRADEGOODSERV,IMP,AGRWTH,A,2007,5.4327030629,
PRT,TRADEGOODSERV,IMP,AGRWTH,A,2008,2.4683803841,
PRT,TRADEGOODSERV,IMP,AGRWTH,A,2009,-9.9166176582,
PRT,TRADEGOODSERV,IMP,AGRWTH,A,2010,7.8351513803,
PRT,TRADEGOODSERV,IMP,AGRWTH,A,2011,-5.8204779061,
PRT,TRADEGOODSERV,IMP,AGRWTH,A,2012,-6.3237491865,
PRT,TRADEGOODSERV,IMP,AGRWTH,A,2013,4.6647382242,
PRT,TRADEGOODSERV,IMP,AGRWTH,A,2014,7.7816909563,
PRT,TRADEGOODSERV,IMP,AGRWTH,A,2015,8.4811016412,
PRT,TRADEGOODSERV,IMP,AGRWTH,A,2016,4.1212030372,E
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1970,10983.5416,E
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1971,12577.5002,E
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1972,14091.3668,E
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1973,15873.9866,E
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1974,16629.6485,E
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1975,12435.6229,E
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1976,12858.458,E
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1977,14401.5645,E
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1978,14427.1269,E
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1979,16241.9322,E
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1980,17365.3322,E
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1981,17770.2681,E
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1982,18457.6222,E
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1983,17323.8637,E
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1984,16554.1483,E
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1985,16787.5478,E
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1986,19621.823,E
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1987,24146.6705,E
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1988,28489.1995,E
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1989,30170.8372,E
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1990,34548.0201,E
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1991,37050.0998,E
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1992,41016.6455,E
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1993,39664.1065,E
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1994,43164.8211,E
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1995,46367.7817,
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1996,49102.0412,
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1997,54217.7688,
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1998,62181.8835,
PRT,TRADEGOODSERV,IMP,MLN_USD,A,1999,67847.9259,
PRT,TRADEGOODSERV,IMP,MLN_USD,A,2000,71600.6023,
PRT,TRADEGOODSERV,IMP,MLN_USD,A,2001,72381.7661,
PRT,TRADEGOODSERV,IMP,MLN_USD,A,2002,72235.308,
PRT,TRADEGOODSERV,IMP,MLN_USD,A,2003,71918.3978,
PRT,TRADEGOODSERV,IMP,MLN_USD,A,2004,77393.411,
PRT,TRADEGOODSERV,IMP,MLN_USD,A,2005,79068.6362,
PRT,TRADEGOODSERV,IMP,MLN_USD,A,2006,84995.9888,
PRT,TRADEGOODSERV,IMP,MLN_USD,A,2007,89613.5685,
PRT,TRADEGOODSERV,IMP,MLN_USD,A,2008,91825.5723,
PRT,TRADEGOODSERV,IMP,MLN_USD,A,2009,82719.5813,
PRT,TRADEGOODSERV,IMP,MLN_USD,A,2010,89200.7858,
PRT,TRADEGOODSERV,IMP,MLN_USD,A,2011,84008.8737,
PRT,TRADEGOODSERV,IMP,MLN_USD,A,2012,78696.3633,
PRT,TRADEGOODSERV,IMP,MLN_USD,A,2013,82367.3426,
PRT,TRADEGOODSERV,IMP,MLN_USD,A,2014,88776.9146,
PRT,TRADEGOODSERV,IMP,MLN_USD,A,2015,96306.175,
PRT,TRADEGOODSERV,IMP,MLN_USD,A,2016,100275.148,P
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1970,24.1008609013,E
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1971,25.0214043542,E
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1972,24.8922378238,E
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1973,26.2941507606,E
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1974,32.8873734569,E
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1975,25.547670502,E
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1976,24.0528115024,E
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1977,26.0908135693,E
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1978,25.366406033,E
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1979,29.5336894167,E
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1980,32.7767622899,E
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1981,35.2420208065,E
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1982,35.0751036245,E
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1983,34.3728605402,E
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1984,35.2290745107,E
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1985,32.2709097208,E
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1986,28.0224233394,E
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1987,32.2341169935,E
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1988,35.5592108519,E
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1989,35.4002222092,E
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1990,35.8828827445,E
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1991,33.8157125829,E
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1992,31.8454729025,E
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1993,30.572075706,E
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1994,32.040640349,E
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1995,33.1414782026,
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1996,33.6614161586,
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1997,35.1418982488,
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1998,36.4888476378,
PRT,TRADEGOODSERV,IMP,PC_GDP,A,1999,36.8213163915,
PRT,TRADEGOODSERV,IMP,PC_GDP,A,2000,39.2325333869,
PRT,TRADEGOODSERV,IMP,PC_GDP,A,2001,37.6400712074,
PRT,TRADEGOODSERV,IMP,PC_GDP,A,2002,35.2155009835,
PRT,TRADEGOODSERV,IMP,PC_GDP,A,2003,33.6865581687,
PRT,TRADEGOODSERV,IMP,PC_GDP,A,2004,35.5085931324,
PRT,TRADEGOODSERV,IMP,PC_GDP,A,2005,35.8375505308,
PRT,TRADEGOODSERV,IMP,PC_GDP,A,2006,38.1559689048,
PRT,TRADEGOODSERV,IMP,PC_GDP,A,2007,38.6473370483,
PRT,TRADEGOODSERV,IMP,PC_GDP,A,2008,40.8380575621,
PRT,TRADEGOODSERV,IMP,PC_GDP,A,2009,34.0015659324,
PRT,TRADEGOODSERV,IMP,PC_GDP,A,2010,37.4315974942,
PRT,TRADEGOODSERV,IMP,PC_GDP,A,2011,38.5725469447,
PRT,TRADEGOODSERV,IMP,PC_GDP,A,2012,38.2183908643,
PRT,TRADEGOODSERV,IMP,PC_GDP,A,2013,38.5111682505,
PRT,TRADEGOODSERV,IMP,PC_GDP,A,2014,39.8853818563,
PRT,TRADEGOODSERV,IMP,PC_GDP,A,2015,39.8203469846,
PRT,TRADEGOODSERV,IMP,PC_GDP,A,2016,39.0060522797,E
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1970,-1083.0948,E
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1971,-1698.4342,E
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1972,-1194.2822,E
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1973,-2438.0624,E
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1974,-5304.3742,E
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1975,-2875.8957,E
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1976,-3298.7307,E
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1977,-4277.8674,E
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1978,-3382.8677,E
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1979,-1556.7938,E
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1980,-2354.8298,E
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1981,-3426.6768,E
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1982,-3444.3557,E
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1983,-268.0161,E
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1984,2486.1721,E
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1985,3521.9852,E
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1986,2059.7512,E
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1987,-33.9356,E
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1988,-2403.2638,E
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1989,-901.2537,E
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1990,-2501.3005,E
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1991,-4630.9862,E
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1992,-7547.9614,E
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1993,-7290.9925,E
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1994,-8076.0389,E
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1995,-8177.8503,
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1996,-8657.3668,
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1997,-10799.4691,
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1998,-15285.529,
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,1999,-19254.3468,
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,2000,-18905.5559,
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,2001,-18499.3385,
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,2002,-16693.8443,
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,2003,-14547.0033,
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,2004,-17461.0127,
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,2005,-18844.9781,
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,2006,-17321.9009,
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,2007,-16990.5306,
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,2008,-19436.8355,
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,2009,-17719.3941,
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,2010,-18011.7978,
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,2011,-7811.1707,
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,2012,96.3067,
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,2013,1929.577,
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,2014,-823.7208,
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,2015,-2955.0566,
PRT,TRADEGOODSERV,NTRADE,MLN_USD,A,2016,-3113.9016,P
ROU,TRADEGOODSERV,EXP,MLN_USD,A,1995,15272.5506,
ROU,TRADEGOODSERV,EXP,MLN_USD,A,1996,16201.9322,
ROU,TRADEGOODSERV,EXP,MLN_USD,A,1997,18011.4679,
ROU,TRADEGOODSERV,EXP,MLN_USD,A,1998,17723.8977,
ROU,TRADEGOODSERV,EXP,MLN_USD,A,1999,19925.0528,
ROU,TRADEGOODSERV,EXP,MLN_USD,A,2000,24543.6735,
ROU,TRADEGOODSERV,EXP,MLN_USD,A,2001,27466.0668,
ROU,TRADEGOODSERV,EXP,MLN_USD,A,2002,32160.5419,
ROU,TRADEGOODSERV,EXP,MLN_USD,A,2003,35145.0363,
ROU,TRADEGOODSERV,EXP,MLN_USD,A,2004,40083.1008,
ROU,TRADEGOODSERV,EXP,MLN_USD,A,2005,43122.8029,
ROU,TRADEGOODSERV,EXP,MLN_USD,A,2006,47624.742,
ROU,TRADEGOODSERV,EXP,MLN_USD,A,2007,51360.4809,
ROU,TRADEGOODSERV,EXP,MLN_USD,A,2008,49739.0433,
ROU,TRADEGOODSERV,EXP,MLN_USD,A,2009,47094.2925,
ROU,TRADEGOODSERV,EXP,MLN_USD,A,2010,54266.4023,
ROU,TRADEGOODSERV,EXP,MLN_USD,A,2011,60716.7626,
ROU,TRADEGOODSERV,EXP,MLN_USD,A,2012,61318.1162,
ROU,TRADEGOODSERV,EXP,MLN_USD,A,2013,73385.4325,
ROU,TRADEGOODSERV,EXP,MLN_USD,A,2014,79272.4887,
ROU,TRADEGOODSERV,EXP,MLN_USD,A,2015,83556.585,P
ROU,TRADEGOODSERV,EXP,MLN_USD,A,2016,89866.9112,P
ROU,TRADEGOODSERV,IMP,MLN_USD,A,1995,12246.84,
ROU,TRADEGOODSERV,IMP,MLN_USD,A,1996,13352.6507,
ROU,TRADEGOODSERV,IMP,MLN_USD,A,1997,14752.9249,
ROU,TRADEGOODSERV,IMP,MLN_USD,A,1998,16456.5901,
ROU,TRADEGOODSERV,IMP,MLN_USD,A,1999,16317.372,
ROU,TRADEGOODSERV,IMP,MLN_USD,A,2000,20808.7729,
ROU,TRADEGOODSERV,IMP,MLN_USD,A,2001,24692.2164,
ROU,TRADEGOODSERV,IMP,MLN_USD,A,2002,27727.5325,
ROU,TRADEGOODSERV,IMP,MLN_USD,A,2003,32304.267,
ROU,TRADEGOODSERV,IMP,MLN_USD,A,2004,39428.8164,
ROU,TRADEGOODSERV,IMP,MLN_USD,A,2005,45746.173,
ROU,TRADEGOODSERV,IMP,MLN_USD,A,2006,56103.7528,
ROU,TRADEGOODSERV,IMP,MLN_USD,A,2007,72247.6632,
ROU,TRADEGOODSERV,IMP,MLN_USD,A,2008,72374.0128,
ROU,TRADEGOODSERV,IMP,MLN_USD,A,2009,57373.4524,
ROU,TRADEGOODSERV,IMP,MLN_USD,A,2010,64583.1209,
ROU,TRADEGOODSERV,IMP,MLN_USD,A,2011,71154.7563,
ROU,TRADEGOODSERV,IMP,MLN_USD,A,2012,69877.9365,
ROU,TRADEGOODSERV,IMP,MLN_USD,A,2013,76021.9302,
ROU,TRADEGOODSERV,IMP,MLN_USD,A,2014,82644.6819,
ROU,TRADEGOODSERV,IMP,MLN_USD,A,2015,90239.7242,P
ROU,TRADEGOODSERV,IMP,MLN_USD,A,2016,98669.8684,P
ROU,TRADEGOODSERV,NTRADE,MLN_USD,A,1995,3025.7106,
ROU,TRADEGOODSERV,NTRADE,MLN_USD,A,1996,2849.2815,
ROU,TRADEGOODSERV,NTRADE,MLN_USD,A,1997,3258.5431,
ROU,TRADEGOODSERV,NTRADE,MLN_USD,A,1998,1267.3075,
ROU,TRADEGOODSERV,NTRADE,MLN_USD,A,1999,3607.6808,
ROU,TRADEGOODSERV,NTRADE,MLN_USD,A,2000,3734.9006,
ROU,TRADEGOODSERV,NTRADE,MLN_USD,A,2001,2773.8504,
ROU,TRADEGOODSERV,NTRADE,MLN_USD,A,2002,4433.0094,
ROU,TRADEGOODSERV,NTRADE,MLN_USD,A,2003,2840.7694,
ROU,TRADEGOODSERV,NTRADE,MLN_USD,A,2004,654.2844,
ROU,TRADEGOODSERV,NTRADE,MLN_USD,A,2005,-2623.3701,
ROU,TRADEGOODSERV,NTRADE,MLN_USD,A,2006,-8479.0108,
ROU,TRADEGOODSERV,NTRADE,MLN_USD,A,2007,-20887.1823,
ROU,TRADEGOODSERV,NTRADE,MLN_USD,A,2008,-22634.9695,
ROU,TRADEGOODSERV,NTRADE,MLN_USD,A,2009,-10279.1599,
ROU,TRADEGOODSERV,NTRADE,MLN_USD,A,2010,-10316.7186,
ROU,TRADEGOODSERV,NTRADE,MLN_USD,A,2011,-10437.9936,
ROU,TRADEGOODSERV,NTRADE,MLN_USD,A,2012,-8559.8203,
ROU,TRADEGOODSERV,NTRADE,MLN_USD,A,2013,-2636.4977,
ROU,TRADEGOODSERV,NTRADE,MLN_USD,A,2014,-3372.1932,
ROU,TRADEGOODSERV,NTRADE,MLN_USD,A,2015,-6683.1392,P
ROU,TRADEGOODSERV,NTRADE,MLN_USD,A,2016,-8802.9572,P
RUS,TRADEGOODSERV,EXP,AGRWTH,A,1996,3.6999987185,E
RUS,TRADEGOODSERV,EXP,AGRWTH,A,1997,-0.4999990216,E
RUS,TRADEGOODSERV,EXP,AGRWTH,A,1998,1.8999997378,E
RUS,TRADEGOODSERV,EXP,AGRWTH,A,1999,11.1999982123,E
RUS,TRADEGOODSERV,EXP,AGRWTH,A,2000,9.4999990714,E
RUS,TRADEGOODSERV,EXP,AGRWTH,A,2001,4.2000010455,E
RUS,TRADEGOODSERV,EXP,AGRWTH,A,2002,10.3000011608,E
RUS,TRADEGOODSERV,EXP,AGRWTH,A,2003,12.6398655171,E
RUS,TRADEGOODSERV,EXP,AGRWTH,A,2004,11.8079859446,E
RUS,TRADEGOODSERV,EXP,AGRWTH,A,2005,6.4587045029,E
RUS,TRADEGOODSERV,EXP,AGRWTH,A,2006,7.3242059291,E
RUS,TRADEGOODSERV,EXP,AGRWTH,A,2007,6.2685246966,E
RUS,TRADEGOODSERV,EXP,AGRWTH,A,2008,0.5910073655,E
RUS,TRADEGOODSERV,EXP,AGRWTH,A,2009,-4.736261513,E
RUS,TRADEGOODSERV,EXP,AGRWTH,A,2010,7.0476569945,E
RUS,TRADEGOODSERV,EXP,AGRWTH,A,2011,0.3129561687,E
RUS,TRADEGOODSERV,EXP,AGRWTH,A,2012,1.3603622021,
RUS,TRADEGOODSERV,EXP,AGRWTH,A,2013,4.5619780057,
RUS,TRADEGOODSERV,EXP,AGRWTH,A,2014,0.5106203776,
RUS,TRADEGOODSERV,EXP,AGRWTH,A,2015,3.6951707771,
RUS,TRADEGOODSERV,EXP,AGRWTH,A,2016,3.1283797846,
RUS,TRADEGOODSERV,EXP,MLN_USD,A,1995,192160.6851,E
RUS,TRADEGOODSERV,EXP,MLN_USD,A,1996,199270.628,E
RUS,TRADEGOODSERV,EXP,MLN_USD,A,1997,198274.2768,E
RUS,TRADEGOODSERV,EXP,MLN_USD,A,1998,202041.4875,E
RUS,TRADEGOODSERV,EXP,MLN_USD,A,1999,224670.1305,E
RUS,TRADEGOODSERV,EXP,MLN_USD,A,2000,246013.7908,E
RUS,TRADEGOODSERV,EXP,MLN_USD,A,2001,256346.3726,E
RUS,TRADEGOODSERV,EXP,MLN_USD,A,2002,282750.052,E
RUS,TRADEGOODSERV,EXP,MLN_USD,A,2003,318489.2783,E
RUS,TRADEGOODSERV,EXP,MLN_USD,A,2004,356096.4475,E
RUS,TRADEGOODSERV,EXP,MLN_USD,A,2005,379095.6648,E
RUS,TRADEGOODSERV,EXP,MLN_USD,A,2006,406861.4119,E
RUS,TRADEGOODSERV,EXP,MLN_USD,A,2007,432365.62,E
RUS,TRADEGOODSERV,EXP,MLN_USD,A,2008,434920.9327,E
RUS,TRADEGOODSERV,EXP,MLN_USD,A,2009,414321.9399,E
RUS,TRADEGOODSERV,EXP,MLN_USD,A,2010,443521.9291,E
RUS,TRADEGOODSERV,EXP,MLN_USD,A,2011,444909.9583,E
RUS,TRADEGOODSERV,EXP,MLN_USD,A,2012,450962.3453,E
RUS,TRADEGOODSERV,EXP,MLN_USD,A,2013,471535.1483,E
RUS,TRADEGOODSERV,EXP,MLN_USD,A,2014,473942.9028,E
RUS,TRADEGOODSERV,EXP,MLN_USD,A,2015,491455.9025,E
RUS,TRADEGOODSERV,EXP,MLN_USD,A,2016,506830.5096,E
RUS,TRADEGOODSERV,EXP,PC_GDP,A,1995,27.103583997,E
RUS,TRADEGOODSERV,EXP,PC_GDP,A,1996,24.121877512,E
RUS,TRADEGOODSERV,EXP,PC_GDP,A,1997,22.8803217114,E
RUS,TRADEGOODSERV,EXP,PC_GDP,A,1998,28.8884033241,E
RUS,TRADEGOODSERV,EXP,PC_GDP,A,1999,39.9882368804,E
RUS,TRADEGOODSERV,EXP,PC_GDP,A,2000,40.7657287119,E
RUS,TRADEGOODSERV,EXP,PC_GDP,A,2001,34.1346658129,E
RUS,TRADEGOODSERV,EXP,PC_GDP,A,2002,32.5796873163,E
RUS,TRADEGOODSERV,EXP,PC_GDP,A,2003,32.580196649,E
RUS,TRADEGOODSERV,EXP,PC_GDP,A,2004,31.8112450832,E
RUS,TRADEGOODSERV,EXP,PC_GDP,A,2005,32.5367858299,E
RUS,TRADEGOODSERV,EXP,PC_GDP,A,2006,31.1760198513,E
RUS,TRADEGOODSERV,EXP,PC_GDP,A,2007,27.879488712,E
RUS,TRADEGOODSERV,EXP,PC_GDP,A,2008,28.9382361123,E
RUS,TRADEGOODSERV,EXP,PC_GDP,A,2009,25.8222795363,E
RUS,TRADEGOODSERV,EXP,PC_GDP,A,2010,27.0029504493,E
RUS,TRADEGOODSERV,EXP,PC_GDP,A,2011,27.97691021,
RUS,TRADEGOODSERV,EXP,PC_GDP,A,2012,26.8834043288,
RUS,TRADEGOODSERV,EXP,PC_GDP,A,2013,25.7929242989,
RUS,TRADEGOODSERV,EXP,PC_GDP,A,2014,27.0530643765,
RUS,TRADEGOODSERV,EXP,PC_GDP,A,2015,28.6672037462,
RUS,TRADEGOODSERV,EXP,PC_GDP,A,2016,25.7129518365,
RUS,TRADEGOODSERV,IMP,AGRWTH,A,1996,1.2999983376,E
RUS,TRADEGOODSERV,IMP,AGRWTH,A,1997,0.3999990965,E
RUS,TRADEGOODSERV,IMP,AGRWTH,A,1998,-17.3999991735,E
RUS,TRADEGOODSERV,IMP,AGRWTH,A,1999,-16.9999986103,E
RUS,TRADEGOODSERV,IMP,AGRWTH,A,2000,32.4000019288,E
RUS,TRADEGOODSERV,IMP,AGRWTH,A,2001,18.7000028175,E
RUS,TRADEGOODSERV,IMP,AGRWTH,A,2002,14.5999997273,E
RUS,TRADEGOODSERV,IMP,AGRWTH,A,2003,17.2789077391,E
RUS,TRADEGOODSERV,IMP,AGRWTH,A,2004,23.2589921288,E
RUS,TRADEGOODSERV,IMP,AGRWTH,A,2005,16.6321602765,E
RUS,TRADEGOODSERV,IMP,AGRWTH,A,2006,21.2740962625,E
RUS,TRADEGOODSERV,IMP,AGRWTH,A,2007,26.2047836025,E
RUS,TRADEGOODSERV,IMP,AGRWTH,A,2008,14.7707287221,E
RUS,TRADEGOODSERV,IMP,AGRWTH,A,2009,-30.4196378735,E
RUS,TRADEGOODSERV,IMP,AGRWTH,A,2010,25.8134663071,E
RUS,TRADEGOODSERV,IMP,AGRWTH,A,2011,20.2867677067,E
RUS,TRADEGOODSERV,IMP,AGRWTH,A,2012,9.6811101056,
RUS,TRADEGOODSERV,IMP,AGRWTH,A,2013,3.5392536921,
RUS,TRADEGOODSERV,IMP,AGRWTH,A,2014,-7.2606030002,
RUS,TRADEGOODSERV,IMP,AGRWTH,A,2015,-25.8205588479,
RUS,TRADEGOODSERV,IMP,AGRWTH,A,2016,-3.7543714019,
RUS,TRADEGOODSERV,IMP,MLN_USD,A,1995,97759.8187,E
RUS,TRADEGOODSERV,IMP,MLN_USD,A,1996,99030.6947,E
RUS,TRADEGOODSERV,IMP,MLN_USD,A,1997,99426.8166,E
RUS,TRADEGOODSERV,IMP,MLN_USD,A,1998,82126.5514,E
RUS,TRADEGOODSERV,IMP,MLN_USD,A,1999,68165.0388,E
RUS,TRADEGOODSERV,IMP,MLN_USD,A,2000,90250.5126,E
RUS,TRADEGOODSERV,IMP,MLN_USD,A,2001,107127.361,E
RUS,TRADEGOODSERV,IMP,MLN_USD,A,2002,122767.9555,E
RUS,TRADEGOODSERV,IMP,MLN_USD,A,2003,143980.9172,E
RUS,TRADEGOODSERV,IMP,MLN_USD,A,2004,177469.4274,E
RUS,TRADEGOODSERV,IMP,MLN_USD,A,2005,206986.427,E
RUS,TRADEGOODSERV,IMP,MLN_USD,A,2006,251020.9188,E
RUS,TRADEGOODSERV,IMP,MLN_USD,A,2007,316800.4074,E
RUS,TRADEGOODSERV,IMP,MLN_USD,A,2008,363594.1361,E
RUS,TRADEGOODSERV,IMP,MLN_USD,A,2009,252990.1166,E
RUS,TRADEGOODSERV,IMP,MLN_USD,A,2010,318295.6351,E
RUS,TRADEGOODSERV,IMP,MLN_USD,A,2011,382867.5312,E
RUS,TRADEGOODSERV,IMP,MLN_USD,A,2012,419933.3584,E
RUS,TRADEGOODSERV,IMP,MLN_USD,A,2013,434795.8653,E
RUS,TRADEGOODSERV,IMP,MLN_USD,A,2014,403227.0637,E
RUS,TRADEGOODSERV,IMP,MLN_USD,A,2015,299111.5824,E
RUS,TRADEGOODSERV,IMP,MLN_USD,A,2016,287881.8227,E
RUS,TRADEGOODSERV,IMP,PC_GDP,A,1995,23.7616801758,E
RUS,TRADEGOODSERV,IMP,PC_GDP,A,1996,20.0499098321,E
RUS,TRADEGOODSERV,IMP,PC_GDP,A,1997,20.6723995079,E
RUS,TRADEGOODSERV,IMP,PC_GDP,A,1998,22.530424635,E
RUS,TRADEGOODSERV,IMP,PC_GDP,A,1999,24.0169486877,E
RUS,TRADEGOODSERV,IMP,PC_GDP,A,2000,22.0543454738,E
RUS,TRADEGOODSERV,IMP,PC_GDP,A,2001,22.2233256988,E
RUS,TRADEGOODSERV,IMP,PC_GDP,A,2002,22.4207446308,E
