Country,sex_ratio,at birth,0-14,15-64,65 years and ove,total population
Ireland,"birth: 1.06 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 1.01 male(s)/female 
      
65 years and over: 0.84 male(s)/female 
      
total population: 1 male(s)/female (2011 est.) 
        ", 1.06 , 1.04 , 1.01 , 0.84 , 1 
Isle of Man,"birth: 1.08 male(s)/female 
      
under 15 years: 1.11 male(s)/female 
      
15-64 years: 1.01 male(s)/female 
      
65 years and over: 0.85 male(s)/female 
      
total population: 0.99 male(s)/female (2011 est.) 
        ", 1.08 , 1.11 , 1.01 , 0.85 , 0.99 
Israel,"birth: 1.05 male(s)/female 
      
under 15 years: 1.05 male(s)/female 
      
15-64 years: 1.03 male(s)/female 
      
65 years and over: 0.78 male(s)/female 
      
total population: 1.01 male(s)/female (2011 est.) 
        ", 1.05 , 1.05 , 1.03 , 0.78 , 1.01 
Italy,"birth: 1.06 male(s)/female 
      
under 15 years: 1.05 male(s)/female 
      
15-64 years: 0.98 male(s)/female 
      
65 years and over: 0.74 male(s)/female 
      
total population: 0.93 male(s)/female (2011 est.) 
        ", 1.06 , 1.05 , 0.98 , 0.74 , 0.93 
Jamaica,"birth: 1.05 male(s)/female 
      
under 15 years: 1.03 male(s)/female 
      
15-64 years: 0.98 male(s)/female 
      
65 years and over: 0.81 male(s)/female 
      
total population: 0.98 male(s)/female (2011 est.) 
        ", 1.05 , 1.03 , 0.98 , 0.81 , 0.98 
Japan,"birth: 1.06 male(s)/female 
      
under 15 years: 1.08 male(s)/female 
      
15-64 years: 1 male(s)/female 
      
65 years and over: 0.76 male(s)/female 
      
total population: 0.94 male(s)/female (2011 est.) 
        ", 1.06 , 1.08 , 1 , 0.76 , 0.94 
Jersey,"birth: 1.06 male(s)/female 
      
under 15 years: 1.07 male(s)/female 
      
15-64 years: 1 male(s)/female 
      
65 years and over: 0.74 male(s)/female 
      
total population: 0.96 male(s)/female (2011 est.) 
        ", 1.06 , 1.07 , 1 , 0.74 , 0.96 
Jordan,"birth: 1.06 male(s)/female 
      
under 15 years: 1.06 male(s)/female 
      
15-64 years: 1.03 male(s)/female 
      
65 years and over: 0.95 male(s)/female 
      
total population: 1.03 male(s)/female (2011 est.) 
        ", 1.06 , 1.06 , 1.03 , 0.95 , 1.03 
Kazakhstan,"birth: 0.94 male(s)/female 
      
under 15 years: 1.01 male(s)/female 
      
15-64 years: 0.94 male(s)/female 
      
65 years and over: 0.52 male(s)/female 
      
total population: 0.92 male(s)/female (2011 est.) 
        ", 0.94 , 1.01 , 0.94 , 0.52 , 0.92 
Kenya,"birth: 1.02 male(s)/female 
      
under 15 years: 1.01 male(s)/female 
      
15-64 years: 1 male(s)/female 
      
65 years and over: 0.79 male(s)/female 
      
total population: 1 male(s)/female (2011 est.) 
        ", 1.02 , 1.01 , 1 , 0.79 , 1 
Kiribati,"birth: 1.05 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 0.95 male(s)/female 
      
65 years and over: 0.64 male(s)/female 
      
total population: 0.96 male(s)/female (2011 est.) 
        ", 1.05 , 1.04 , 0.95 , 0.64 , 0.96 
"Korea, North","birth: 1.05 male(s)/female 
      
under 15 years: 1.03 male(s)/female 
      
15-64 years: 0.99 male(s)/female 
      
65 years and over: 0.51 male(s)/female 
      
total population: 0.94 male(s)/female (2011 est.) 
        ", 1.05 , 1.03 , 0.99 , 0.51 , 0.94 
"Korea, South","birth: 1.07 male(s)/female 
      
under 15 years: 1.09 male(s)/female 
      
15-64 years: 1.04 male(s)/female 
      
65 years and over: 0.69 male(s)/female 
      
total population: 1 male(s)/female (2011 est.) 
        ", 1.07 , 1.09 , 1.04 , 0.69 , 1 
Kosovo,"birth: 1.08 male(s)/female 
      
under 15 years: 1.08 male(s)/female 
      
15-64 years: 1.1 male(s)/female 
      
65 years and over: 0.73 male(s)/female 
      
total population: 1.06 male(s)/female (2011 est.) 
        ", 1.08 , 1.08 , 1.1 , 0.73 , 1.06 
Kuwait,"birth: 1.05 male(s)/female 
      
under 15 years: 1.08 male(s)/female 
      
15-64 years: 1.6 male(s)/female 
      
65 years and over: 0.96 male(s)/female 
      
total population: 1.43 male(s)/female (2011 est.) 
        ", 1.05 , 1.08 , 1.6 , 0.96 , 1.43 
Kyrgyzstan,"birth: 1.07 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 0.96 male(s)/female 
      
65 years and over: 0.63 male(s)/female 
      
total population: 0.96 male(s)/female (2011 est.) 
        ", 1.07 , 1.04 , 0.96 , 0.63 , 0.96 
Laos,"birth: 1.04 male(s)/female 
      
under 15 years: 1.01 male(s)/female 
      
15-64 years: 0.98 male(s)/female 
      
65 years and over: 0.82 male(s)/female 
      
total population: 0.98 male(s)/female (2011 est.) 
        ", 1.04 , 1.01 , 0.98 , 0.82 , 0.98 
Latvia,"birth: 1.05 male(s)/female 
      
under 15 years: 1.05 male(s)/female 
      
15-64 years: 0.95 male(s)/female 
      
65 years and over: 0.48 male(s)/female 
      
total population: 0.86 male(s)/female (2011 est.) 
        ", 1.05 , 1.05 , 0.95 , 0.48 , 0.86 
Lebanon,"birth: 1.05 male(s)/female 
      
under 15 years: 1.05 male(s)/female 
      
15-64 years: 0.95 male(s)/female 
      
65 years and over: 0.86 male(s)/female 
      
total population: 0.96 male(s)/female (2011 est.) 
        ", 1.05 , 1.05 , 0.95 , 0.86 , 0.96 
Lesotho,"birth: 1.03 male(s)/female 
      
under 15 years: 1.01 male(s)/female 
      
15-64 years: 0.95 male(s)/female 
      
65 years and over: 0.99 male(s)/female 
      
total population: 0.97 male(s)/female (2011 est.) 
        ", 1.03 , 1.01 , 0.95 , 0.99 , 0.97 
Liberia,"birth: 1.03 male(s)/female 
      
under 15 years: 1.01 male(s)/female 
      
15-64 years: 0.98 male(s)/female 
      
65 years and over: 1.01 male(s)/female 
      
total population: 1 male(s)/female (2011 est.) 
        ", 1.03 , 1.01 , 0.98 , 1.01 , 1 
Libya,"birth: 1.05 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 1.06 male(s)/female 
      
65 years and over: 0.96 male(s)/female 
      
total population: 1.05 male(s)/female (2011 est.) 
        ", 1.05 , 1.04 , 1.06 , 0.96 , 1.05 
Liechtenstein,"birth: 1.26 male(s)/female 
      
under 15 years: 1.09 male(s)/female 
      
15-64 years: 1 male(s)/female 
      
65 years and over: 0.81 male(s)/female 
      
total population: 0.98 male(s)/female (2011 est.) 
        ", 1.26 , 1.09 , 1 , 0.81 , 0.98 
Lithuania,"birth: 1.06 male(s)/female 
      
under 15 years: 1.06 male(s)/female 
      
15-64 years: 0.97 male(s)/female 
      
65 years and over: 0.53 male(s)/female 
      
total population: 0.89 male(s)/female (2011 est.) 
        ", 1.06 , 1.06 , 0.97 , 0.53 , 0.89 
Luxembourg,"birth: 1.07 male(s)/female 
      
under 15 years: 1.06 male(s)/female 
      
15-64 years: 1.01 male(s)/female 
      
65 years and over: 0.71 male(s)/female 
      
total population: 0.97 male(s)/female (2011 est.) 
        ", 1.07 , 1.06 , 1.01 , 0.71 , 0.97 
Macau,"birth: 1.05 male(s)/female 
      
under 15 years: 1.12 male(s)/female 
      
15-64 years: 0.88 male(s)/female 
      
65 years and over: 0.88 male(s)/female 
      
total population: 0.91 male(s)/female (2011 est.) 
        ", 1.05 , 1.12 , 0.88 , 0.88 , 0.91 
Macedonia,"birth: 1.08 male(s)/female 
      
under 15 years: 1.08 male(s)/female 
      
15-64 years: 1.02 male(s)/female 
      
65 years and over: 0.75 male(s)/female 
      
total population: 0.99 male(s)/female (2011 est.) 
        ", 1.08 , 1.08 , 1.02 , 0.75 , 0.99 
Madagascar,"birth: 1.03 male(s)/female 
      
under 15 years: 1.01 male(s)/female 
      
15-64 years: 0.99 male(s)/female 
      
65 years and over: 0.79 male(s)/female 
      
total population: 0.99 male(s)/female (2011 est.) 
        ", 1.03 , 1.01 , 0.99 , 0.79 , 0.99 
Malawi,"birth: 1.01 male(s)/female 
      
under 15 years: 1 male(s)/female 
      
15-64 years: 1 male(s)/female 
      
65 years and over: 0.74 male(s)/female 
      
total population: 0.99 male(s)/female (2011 est.) 
        ", 1.01 , 1 , 1 , 0.74 , 0.99 
Malaysia,"birth: 1.07 male(s)/female 
      
under 15 years: 1.06 male(s)/female 
      
15-64 years: 1.03 male(s)/female 
      
65 years and over: 0.89 male(s)/female 
      
total population: 1.03 male(s)/female (2011 est.) 
        ", 1.07 , 1.06 , 1.03 , 0.89 , 1.03 
Maldives,"birth: 1.05 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 1.48 male(s)/female 
      
65 years and over: 0.94 male(s)/female 
      
total population: 1.34 male(s)/female (2011 est.) 
        ", 1.05 , 1.04 , 1.48 , 0.94 , 1.34 
Mali,"birth: 1.03 male(s)/female 
      
under 15 years: 1.01 male(s)/female 
      
15-64 years: 0.96 male(s)/female 
      
65 years and over: 0.91 male(s)/female 
      
total population: 0.98 male(s)/female (2011 est.) 
        ", 1.03 , 1.01 , 0.96 , 0.91 , 0.98 
Malta,"birth: 1.06 male(s)/female 
      
under 15 years: 1.05 male(s)/female 
      
15-64 years: 1.03 male(s)/female 
      
65 years and over: 0.79 male(s)/female 
      
total population: 0.99 male(s)/female (2011 est.) 
        ", 1.06 , 1.05 , 1.03 , 0.79 , 0.99 
Marshall Islands,"birth: 1.05 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 1.04 male(s)/female 
      
65 years and over: 0.95 male(s)/female 
      
total population: 1.04 male(s)/female (2011 est.) 
        ", 1.05 , 1.04 , 1.04 , 0.95 , 1.04 
Mauritania,"birth: 1.03 male(s)/female 
      
under 15 years: 1.01 male(s)/female 
      
15-64 years: 0.89 male(s)/female 
      
65 years and over: 0.74 male(s)/female 
      
total population: 0.93 male(s)/female (2011 est.) 
        ", 1.03 , 1.01 , 0.89 , 0.74 , 0.93 
Mauritius,"birth: 1.05 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 0.99 male(s)/female 
      
65 years and over: 0.67 male(s)/female 
      
total population: 0.97 male(s)/female (2011 est.) 
        ", 1.05 , 1.04 , 0.99 , 0.67 , 0.97 
Mexico,"birth: 1.05 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 0.94 male(s)/female 
      
65 years and over: 0.81 male(s)/female 
      
total population: 0.96 male(s)/female (2011 est.) 
        ", 1.05 , 1.04 , 0.94 , 0.81 , 0.96 
"Micronesia, Federated States of","birth: 1.05 male(s)/female 
      
under 15 years: 1.03 male(s)/female 
      
15-64 years: 0.98 male(s)/female 
      
65 years and over: 0.77 male(s)/female 
      
total population: 0.99 male(s)/female (2011 est.) 
        ", 1.05 , 1.03 , 0.98 , 0.77 , 0.99 
Moldova,"birth: 1.06 male(s)/female 
      
under 15 years: 1.06 male(s)/female 
      
15-64 years: 0.98 male(s)/female 
      
65 years and over: 0.6 male(s)/female 
      
total population: 0.94 male(s)/female (2011 est.) 
        ", 1.06 , 1.06 , 0.98 , 0.6 , 0.94 
Monaco,"birth: 1.04 male(s)/female 
      
under 15 years: 1.05 male(s)/female 
      
15-64 years: 1 male(s)/female 
      
65 years and over: 0.81 male(s)/female 
      
total population: 0.95 male(s)/female (2011 est.) 
        ", 1.04 , 1.05 , 1 , 0.81 , 0.95 
Mongolia,"birth: 1.05 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 1 male(s)/female 
      
65 years and over: 0.77 male(s)/female 
      
total population: 1 male(s)/female (2011 est.) 
        ", 1.05 , 1.04 , 1 , 0.77 , 1 
Montenegro,"birth: 1.07 male(s)/female 
      
under 15 years: 0.95 male(s)/female 
      
15-64 years: 1.08 male(s)/female 
      
65 years and over: 0.66 male(s)/female 
      
total population: 0.99 male(s)/female (2011 est.) 
        ", 1.07 , 0.95 , 1.08 , 0.66 , 0.99 
Montserrat,"birth: 1.07 male(s)/female 
      
under 15 years: 1.08 male(s)/female 
      
15-64 years: 0.93 male(s)/female 
      
65 years and over: 1.55 male(s)/female 
      
total population: 1 male(s)/female (2011 est.) 
        ", 1.07 , 1.08 , 0.93 , 1.55 , 1 
Morocco,"birth: 1.05 male(s)/female 
      
under 15 years: 1.03 male(s)/female 
      
15-64 years: 0.96 male(s)/female 
      
65 years and over: 0.82 male(s)/female 
      
total population: 0.97 male(s)/female (2011 est.) 
        ", 1.05 , 1.03 , 0.96 , 0.82 , 0.97 
Mozambique,"birth: 1.02 male(s)/female 
      
under 15 years: 1.01 male(s)/female 
      
15-64 years: 0.9 male(s)/female 
      
65 years and over: 0.85 male(s)/female 
      
total population: 0.95 male(s)/female (2011 est.) 
        ", 1.02 , 1.01 , 0.9 , 0.85 , 0.95 
Namibia,"birth: 1.03 male(s)/female 
      
under 15 years: 1.02 male(s)/female 
      
15-64 years: 1.03 male(s)/female 
      
65 years and over: 0.78 male(s)/female 
      
total population: 1.02 male(s)/female (2011 est.) 
        ", 1.03 , 1.02 , 1.03 , 0.78 , 1.02 
Nauru,"birth: 0.84 male(s)/female 
      
under 15 years: 0.81 male(s)/female 
      
15-64 years: 0.97 male(s)/female 
      
65 years and over: 0.78 male(s)/female 
      
total population: 0.91 male(s)/female (2011 est.) 
        ", 0.84 , 0.81 , 0.97 , 0.78 , 0.91 
Nepal,"birth: 1.04 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 0.93 male(s)/female 
      
65 years and over: 0.87 male(s)/female 
      
total population: 0.96 male(s)/female (2011 est.) 
        ", 1.04 , 1.04 , 0.93 , 0.87 , 0.96 
Netherlands,"birth: 1.05 male(s)/female 
      
under 15 years: 1.05 male(s)/female 
      
15-64 years: 1.01 male(s)/female 
      
65 years and over: 0.8 male(s)/female 
      
total population: 0.98 male(s)/female (2011 est.) 
        ", 1.05 , 1.05 , 1.01 , 0.8 , 0.98 
New Caledonia,"birth: 1.05 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 1.01 male(s)/female 
      
65 years and over: 0.81 male(s)/female 
      
total population: 1 male(s)/female (2011 est.) 
        ", 1.05 , 1.04 , 1.01 , 0.81 , 1 
New Zealand,"birth: 1.05 male(s)/female 
      
under 15 years: 1.05 male(s)/female 
      
15-64 years: 1 male(s)/female 
      
65 years and over: 0.85 male(s)/female 
      
total population: 0.99 male(s)/female (2011 est.) 
        ", 1.05 , 1.05 , 1 , 0.85 , 0.99 
Nicaragua,"birth: 1.05 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 0.93 male(s)/female 
      
65 years and over: 0.83 male(s)/female 
      
total population: 0.96 male(s)/female (2011 est.) 
        ", 1.05 , 1.04 , 0.93 , 0.83 , 0.96 
Niger,"birth: 1.03 male(s)/female 
      
under 15 years: 1.02 male(s)/female 
      
15-64 years: 1 male(s)/female 
      
65 years and over: 0.79 male(s)/female 
      
total population: 1 male(s)/female (2011 est.) 
        ", 1.03 , 1.02 , 1 , 0.79 , 1 
Nigeria,"birth: 1.06 male(s)/female 
      
under 15 years: 1.05 male(s)/female 
      
15-64 years: 0.99 male(s)/female 
      
65 years and over: 0.85 male(s)/female 
      
total population: 1.01 male(s)/female (2011 est.) 
        ", 1.06 , 1.05 , 0.99 , 0.85 , 1.01 
Niue,"   NA 
        "
Norfolk Island,"   NA 
        "
Northern Mariana Islands,"birth: 1.06 male(s)/female 
      
under 15 years: 1.12 male(s)/female 
      
15-64 years: 0.87 male(s)/female 
      
65 years and over: 0.91 male(s)/female 
      
total population: 0.93 male(s)/female (2011 est.) 
        ", 1.06 , 1.12 , 0.87 , 0.91 , 0.93 
Norway,"birth: 1.05 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 1.02 male(s)/female 
      
65 years and over: 0.78 male(s)/female 
      
total population: 0.98 male(s)/female (2011 est.) 
        ", 1.05 , 1.04 , 1.02 , 0.78 , 0.98 
Oman,"birth: 1.05 male(s)/female 
      
under 15 years: 1.05 male(s)/female 
      
15-64 years: 1.31 male(s)/female 
      
65 years and over: 1.03 male(s)/female 
      
total population: 1.22 male(s)/female (2011 est.) 
        ", 1.05 , 1.05 , 1.31 , 1.03 , 1.22 
Pakistan,"birth: 1.05 male(s)/female 
      
under 15 years: 1.06 male(s)/female 
      
15-64 years: 1.07 male(s)/female 
      
65 years and over: 0.89 male(s)/female 
      
total population: 1.06 male(s)/female (2011 est.) 
        ", 1.05 , 1.06 , 1.07 , 0.89 , 1.06 
Palau,"birth: 1.06 male(s)/female 
      
under 15 years: 1.07 male(s)/female 
      
15-64 years: 1.24 male(s)/female 
      
65 years and over: 0.4 male(s)/female 
      
total population: 1.12 male(s)/female (2011 est.) 
        ", 1.06 , 1.07 , 1.24 , 0.4 , 1.12 
Panama,"birth: 1.04 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 1.02 male(s)/female 
      
65 years and over: 0.86 male(s)/female 
      
total population: 1.01 male(s)/female (2011 est.) 
        ", 1.04 , 1.04 , 1.02 , 0.86 , 1.01 
Papua New Guinea,"birth: 1.05 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 1.06 male(s)/female 
      
65 years and over: 1.14 male(s)/female 
      
total population: 1.05 male(s)/female (2011 est.) 
        ", 1.05 , 1.04 , 1.06 , 1.14 , 1.05 
Paraguay,"birth: 1.05 male(s)/female 
      
under 15 years: 1.03 male(s)/female 
      
15-64 years: 1.01 male(s)/female 
      
65 years and over: 0.87 male(s)/female 
      
total population: 1.01 male(s)/female (2011 est.) 
        ", 1.05 , 1.03 , 1.01 , 0.87 , 1.01 
Peru,"birth: 1.05 male(s)/female 
      
under 15 years: 1.03 male(s)/female 
      
15-64 years: 0.96 male(s)/female 
      
65 years and over: 0.9 male(s)/female 
      
total population: 0.97 male(s)/female (2011 est.) 
        ", 1.05 , 1.03 , 0.96 , 0.9 , 0.97 
Philippines,"birth: 1.05 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 1 male(s)/female 
      
65 years and over: 0.76 male(s)/female 
      
total population: 1 male(s)/female (2011 est.) 
        ", 1.05 , 1.04 , 1 , 0.76 , 1 
Pitcairn Islands,"   NA 
        "
Poland,"birth: 1.06 male(s)/female 
      
under 15 years: 1.06 male(s)/female 
      
15-64 years: 0.99 male(s)/female 
      
65 years and over: 0.62 male(s)/female 
      
total population: 0.94 male(s)/female (2011 est.) 
        ", 1.06 , 1.06 , 0.99 , 0.62 , 0.94 
Portugal,"birth: 1.07 male(s)/female 
      
under 15 years: 1.09 male(s)/female 
      
15-64 years: 1 male(s)/female 
      
65 years and over: 0.69 male(s)/female 
      
total population: 0.95 male(s)/female (2011 est.) 
        ", 1.07 , 1.09 , 1 , 0.69 , 0.95 
Puerto Rico,"birth: 1.05 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 0.93 male(s)/female 
      
65 years and over: 0.76 male(s)/female 
      
total population: 0.92 male(s)/female (2011 est.) 
        ", 1.05 , 1.04 , 0.93 , 0.76 , 0.92 
Qatar,"birth: 1.02 male(s)/female 
      
under 15 years: 1.03 male(s)/female 
      
15-64 years: 4.15 male(s)/female 
      
65 years and over: 1.5 male(s)/female 
      
total population: 3.29 male(s)/female (2011 est.) 
        ", 1.02 , 1.03 , 4.15 , 1.5 , 3.29 
Romania,"birth: 1.06 male(s)/female 
      
under 15 years: 1.06 male(s)/female 
      
15-64 years: 1 male(s)/female 
      
65 years and over: 0.68 male(s)/female 
      
total population: 0.95 male(s)/female (2011 est.) 
        ", 1.06 , 1.06 , 1 , 0.68 , 0.95 
Russia,"birth: 1.06 male(s)/female 
      
under 15 years: 1.06 male(s)/female 
      
15-64 years: 0.91 male(s)/female 
      
65 years and over: 0.43 male(s)/female 
      
total population: 0.85 male(s)/female (2011 est.) 
        ", 1.06 , 1.06 , 0.91 , 0.43 , 0.85 
Rwanda,"birth: 1.03 male(s)/female 
      
under 15 years: 1.02 male(s)/female 
      
15-64 years: 0.99 male(s)/female 
      
65 years and over: 0.67 male(s)/female 
      
total population: 0.99 male(s)/female (2011 est.) 
        ", 1.03 , 1.02 , 0.99 , 0.67 , 0.99 
Saint Barthelemy,"birth: 1.03 male(s)/female 
      
under 15 years: 1.05 male(s)/female 
      
15-64 years: 1.18 male(s)/female 
      
65 years and over: 1 male(s)/female 
      
total population: 1.14 male(s)/female (2011 est.) 
        ", 1.03 , 1.05 , 1.18 , 1 , 1.14 
"Saint Helena, Ascension, and Tristan da Cunha","birth: 1.05 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 1.02 male(s)/female 
      
65 years and over: 1.01 male(s)/female 
      
total population: 1.02 male(s)/female (2011 est.) 
        ", 1.05 , 1.04 , 1.02 , 1.01 , 1.02 
Saint Kitts and Nevis,"birth: 1.02 male(s)/female 
      
under 15 years: 1 male(s)/female 
      
15-64 years: 1.02 male(s)/female 
      
65 years and over: 0.8 male(s)/female 
      
total population: 1 male(s)/female (2011 est.) 
        ", 1.02 , 1 , 1.02 , 0.8 , 1 
Saint Lucia,"birth: 1.06 male(s)/female 
      
under 15 years: 1.06 male(s)/female 
      
15-64 years: 0.94 male(s)/female 
      
65 years and over: 0.82 male(s)/female 
      
total population: 0.95 male(s)/female (2011 est.) 
        ", 1.06 , 1.06 , 0.94 , 0.82 , 0.95 
Saint Martin,"birth: 1.04 male(s)/female 
      
under 15 years: 0.99 male(s)/female 
      
15-64 years: 0.91 male(s)/female 
      
65 years and over: 0.81 male(s)/female 
      
total population: 0.93 male(s)/female (2011 est.) 
        ", 1.04 , 0.99 , 0.91 , 0.81 , 0.93 
Saint Pierre and Miquelon,"birth: 1.04 male(s)/female 
      
under 15 years: 1.07 male(s)/female 
      
15-64 years: 1.02 male(s)/female 
      
65 years and over: 0.69 male(s)/female 
      
total population: 0.97 male(s)/female (2011 est.) 
        ", 1.04 , 1.07 , 1.02 , 0.69 , 0.97 
Saint Vincent and the Grenadines,"birth: 1.03 male(s)/female 
      
under 15 years: 1.02 male(s)/female 
      
15-64 years: 1.06 male(s)/female 
      
65 years and over: 0.84 male(s)/female 
      
total population: 1.03 male(s)/female (2011 est.) 
        ", 1.03 , 1.02 , 1.06 , 0.84 , 1.03 
Samoa,"birth: 1.05 male(s)/female 
      
under 15 years: 1.07 male(s)/female 
      
15-64 years: 1.07 male(s)/female 
      
65 years and over: 0.78 male(s)/female 
      
total population: 1.05 male(s)/female (2011 est.) 
        ", 1.05 , 1.07 , 1.07 , 0.78 , 1.05 
San Marino,"birth: 1.09 male(s)/female 
      
under 15 years: 1.14 male(s)/female 
      
15-64 years: 0.94 male(s)/female 
      
65 years and over: 0.8 male(s)/female 
      
total population: 0.94 male(s)/female (2011 est.) 
        ", 1.09 , 1.14 , 0.94 , 0.8 , 0.94 
Sao Tome and Principe,"birth: 1.03 male(s)/female 
      
under 15 years: 1.03 male(s)/female 
      
15-64 years: 0.97 male(s)/female 
      
65 years and over: 0.84 male(s)/female 
      
total population: 1 male(s)/female (2011 est.) 
        ", 1.03 , 1.03 , 0.97 , 0.84 , 1 
Saudi Arabia,"birth: 1.05 male(s)/female 
      
under 15 years: 1.05 male(s)/female 
      
15-64 years: 1.29 male(s)/female 
      
65 years and over: 1.08 male(s)/female 
      
total population: 1.21 male(s)/female (2011 est.) 
        ", 1.05 , 1.05 , 1.29 , 1.08 , 1.21 
Senegal,"birth: 1.03 male(s)/female 
      
under 15 years: 1.01 male(s)/female 
      
15-64 years: 0.89 male(s)/female 
      
65 years and over: 0.85 male(s)/female 
      
total population: 0.94 male(s)/female (2011 est.) 
        ", 1.03 , 1.01 , 0.89 , 0.85 , 0.94 
Serbia,"birth: 1.06 male(s)/female 
      
under 15 years: 1.07 male(s)/female 
      
15-64 years: 1 male(s)/female 
      
65 years and above: 0.69 male(s)/female 
      
total population: 0.95 male(s)/female (2011 est.) 
        ", 1.06 , 1.07 , 1 , 0.69 , 0.95 
Seychelles,"birth: 1.03 male(s)/female 
      
under 15 years: 1.05 male(s)/female 
      
15-64 years: 1.1 male(s)/female 
      
65 years and over: 0.61 male(s)/female 
      
total population: 1.04 male(s)/female (2011 est.) 
        ", 1.03 , 1.05 , 1.1 , 0.61 , 1.04 
Sierra Leone,"birth: 1.03 male(s)/female 
      
under 15 years: 0.99 male(s)/female 
      
15-64 years: 0.92 male(s)/female 
      
65 years and over: 0.78 male(s)/female 
      
total population: 0.94 male(s)/female (2011 est.) 
        ", 1.03 , 0.99 , 0.92 , 0.78 , 0.94 
Singapore,"birth: 1.07 male(s)/female 
      
under 15 years: 1.05 male(s)/female 
      
15-64 years: 0.96 male(s)/female 
      
65 years and over: 0.82 male(s)/female 
      
total population: 0.96 male(s)/female (2011 est.) 
        ", 1.07 , 1.05 , 0.96 , 0.82 , 0.96 
Sint Maarten,"birth: 0.98 male(s)/female 
      
under 15 years: 0.96 male(s)/female 
      
15-64 years: 0.92 male(s)/female 
      
65 years and over: 0.81 male(s)/female 
      
total population: 0.92 male(s)/female (2010) 
        ", 0.98 , 0.96 , 0.92 , 0.81 , 0.92 
Slovakia,"birth: 1.05 male(s)/female 
      
under 15 years: 1.05 male(s)/female 
      
15-64 years: 1 male(s)/female 
      
65 years and over: 0.6 male(s)/female 
      
total population: 0.94 male(s)/female (2011 est.) 
        ", 1.05 , 1.05 , 1 , 0.6 , 0.94 
Slovenia,"birth: 1.07 male(s)/female 
      
under 15 years: 1.06 male(s)/female 
      
15-64 years: 1.01 male(s)/female 
      
65 years and over: 0.66 male(s)/female 
      
total population: 0.95 male(s)/female (2011 est.) 
        ", 1.07 , 1.06 , 1.01 , 0.66 , 0.95 
Solomon Islands,"birth: 1.05 male(s)/female 
      
under 15 years: 1.06 male(s)/female 
      
15-64 years: 1.04 male(s)/female 
      
65 years and over: 0.95 male(s)/female 
      
total population: 1.04 male(s)/female (2011 est.) 
        ", 1.05 , 1.06 , 1.04 , 0.95 , 1.04 
Somalia,"birth: 1.03 male(s)/female 
      
under 15 years: 1 male(s)/female 
      
15-64 years: 1.03 male(s)/female 
      
65 years and over: 0.66 male(s)/female 
      
total population: 1.01 male(s)/female (2011 est.) 
        ", 1.03 , 1 , 1.03 , 0.66 , 1.01 
South Africa,"birth: 1.02 male(s)/female 
      
under 15 years: 1.01 male(s)/female 
      
15-64 years: 1.02 male(s)/female 
      
65 years and over: 0.67 male(s)/female 
      
total population: 0.99 male(s)/female (2011 est.) 
        ", 1.02 , 1.01 , 1.02 , 0.67 , 0.99 
Spain,"birth: 1.06 male(s)/female 
      
under 15 years: 1.06 male(s)/female 
      
15-64 years: 1.03 male(s)/female 
      
65 years and over: 0.74 male(s)/female 
      
total population: 0.97 male(s)/female (2011 est.) 
        ", 1.06 , 1.06 , 1.03 , 0.74 , 0.97 
Sri Lanka,"birth: 1.04 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 0.96 male(s)/female 
      
65 years and over: 0.75 male(s)/female 
      
total population: 0.96 male(s)/female (2011 est.) 
        ", 1.04 , 1.04 , 0.96 , 0.75 , 0.96 
Sudan,"birth: 1.05 male(s)/female 
      
under 15 years: 1.03 male(s)/female 
      
15-64 years: 1 male(s)/female 
      
65 years and over: 1.24 male(s)/female 
      
total population: 1.02 male(s)/female (2011 est.) 
        ", 1.05 , 1.03 , 1 , 1.24 , 1.02 
Suriname,"birth: 1.05 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 1.03 male(s)/female 
      
65 years and over: 0.77 male(s)/female 
      
total population: 1.01 male(s)/female (2011 est.) 
        ", 1.05 , 1.04 , 1.03 , 0.77 , 1.01 
Svalbard,"   NA 
        "
