Country,sex_ratio,at birth,0-14,15-64,65 years and ove,total population
Ireland,"birth: 1.07 male(s)/female 
			
under 15 years: 1.07 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.79 male(s)/female 
			
total population: 0.99 male(s)/female (2006 est.) 
				", 1.07 , 1.07 , 1 , 0.79 , 0.99 
Isle of Man,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.68 male(s)/female 
			
total population: 0.95 male(s)/female (2006 est.) 
				", 1.05 , 1.05 , 1.01 , 0.68 , 0.95 
Israel,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.75 male(s)/female 
			
total population: 0.99 male(s)/female (2006 est.) 
				", 1.05 , 1.05 , 1.01 , 0.75 , 0.99 
Italy,"birth: 1.07 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.72 male(s)/female 
			
total population: 0.96 male(s)/female (2006 est.) 
				", 1.07 , 1.06 , 1.02 , 0.72 , 0.96 
Jamaica,"birth: 1.05 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 0.97 male(s)/female 
			
65 years and over: 0.82 male(s)/female 
			
total population: 0.98 male(s)/female (2006 est.) 
				", 1.05 , 1.03 , 0.97 , 0.82 , 0.98 
Japan,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.73 male(s)/female 
			
total population: 0.95 male(s)/female (2006 est.) 
				", 1.05 , 1.05 , 1.01 , 0.73 , 0.95 
Jersey,"birth: 1.08 male(s)/female 
			
under 15 years: 1.08 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.79 male(s)/female 
			
total population: 0.97 male(s)/female (2006 est.) 
				", 1.08 , 1.08 , 0.99 , 0.79 , 0.97 
Jordan,"birth: 1.06 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.15 male(s)/female 
			
65 years and over: 0.95 male(s)/female 
			
total population: 1.1 male(s)/female (2006 est.) 
				", 1.06 , 1.04 , 1.15 , 0.95 , 1.1 
Kazakhstan,"birth: 1.06 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.96 male(s)/female 
			
65 years and over: 0.55 male(s)/female 
			
total population: 0.93 male(s)/female (2006 est.) 
				", 1.06 , 1.04 , 0.96 , 0.55 , 0.93 
Kenya,"birth: 1.02 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.83 male(s)/female 
			
total population: 1.01 male(s)/female (2006 est.) 
				", 1.02 , 1.02 , 1.01 , 0.83 , 1.01 
Kiribati,"birth: 1.05 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.75 male(s)/female 
			
total population: 0.99 male(s)/female (2006 est.) 
				", 1.05 , 1.03 , 0.98 , 0.75 , 0.99 
"Korea, North","birth: 1.05 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.54 male(s)/female 
			
total population: 0.94 male(s)/female (2006 est.) 
				", 1.05 , 1.03 , 0.98 , 0.54 , 0.94 
"Korea, South","birth: 1.08 male(s)/female 
			
under 15 years: 1.11 male(s)/female 
			
15-64 years: 1.04 male(s)/female 
			
65 years and over: 0.68 male(s)/female 
			
total population: 1.01 male(s)/female (2006 est.) 
				", 1.08 , 1.11 , 1.04 , 0.68 , 1.01 
Kuwait,"birth: 1.04 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.77 male(s)/female 
			
65 years and over: 1.71 male(s)/female 
			
total population: 1.52 male(s)/female (2006 est.) 
				", 1.04 , 1.04 , 1.77 , 1.71 , 1.52 
Kyrgyzstan,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.96 male(s)/female 
			
65 years and over: 0.64 male(s)/female 
			
total population: 0.96 male(s)/female (2006 est.) 
				", 1.05 , 1.04 , 0.96 , 0.64 , 0.96 
Laos,"birth: 1.04 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.81 male(s)/female 
			
total population: 0.98 male(s)/female (2006 est.) 
				", 1.04 , 1.01 , 0.98 , 0.81 , 0.98 
Latvia,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.94 male(s)/female 
			
65 years and over: 0.48 male(s)/female 
			
total population: 0.86 male(s)/female (2006 est.) 
				", 1.05 , 1.05 , 0.94 , 0.48 , 0.86 
Lebanon,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.92 male(s)/female 
			
65 years and over: 0.83 male(s)/female 
			
total population: 0.94 male(s)/female (2006 est.) 
				", 1.05 , 1.04 , 0.92 , 0.83 , 0.94 
Lesotho,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.94 male(s)/female 
			
65 years and over: 0.66 male(s)/female 
			
total population: 0.95 male(s)/female (2006 est.) 
				", 1.03 , 1.01 , 0.94 , 0.66 , 0.95 
Liberia,"birth: 1.03 male(s)/female 
			
under 15 years: 1 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.94 male(s)/female 
			
total population: 0.99 male(s)/female (2006 est.) 
				", 1.03 , 1 , 0.98 , 0.94 , 0.99 
Libya,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.06 male(s)/female 
			
65 years and over: 0.96 male(s)/female 
			
total population: 1.05 male(s)/female (2006 est.) 
				", 1.05 , 1.04 , 1.06 , 0.96 , 1.05 
Liechtenstein,"birth: 1.01 male(s)/female 
			
under 15 years: 0.98 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.73 male(s)/female 
			
total population: 0.95 male(s)/female (2006 est.) 
				", 1.01 , 0.98 , 0.99 , 0.73 , 0.95 
Lithuania,"birth: 1.06 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.96 male(s)/female 
			
65 years and over: 0.52 male(s)/female 
			
total population: 0.89 male(s)/female (2006 est.) 
				", 1.06 , 1.05 , 0.96 , 0.52 , 0.89 
Luxembourg,"birth: 1.07 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.68 male(s)/female 
			
total population: 0.97 male(s)/female (2006 est.) 
				", 1.07 , 1.06 , 1.02 , 0.68 , 0.97 
Macau,"birth: 1.05 male(s)/female 
			
under 15 years: 1.07 male(s)/female 
			
15-64 years: 0.91 male(s)/female 
			
65 years and over: 0.72 male(s)/female 
			
total population: 0.92 male(s)/female (2006 est.) 
				", 1.05 , 1.07 , 0.91 , 0.72 , 0.92 
Macedonia,"birth: 1.08 male(s)/female 
			
under 15 years: 1.07 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.78 male(s)/female 
			
total population: 1 male(s)/female (2006 est.) 
				", 1.08 , 1.07 , 1.02 , 0.78 , 1 
Madagascar,"birth: 1.03 male(s)/female 
			
under 15 years: 1 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.82 male(s)/female 
			
total population: 0.99 male(s)/female (2006 est.) 
				", 1.03 , 1 , 0.98 , 0.82 , 0.99 
Malawi,"birth: 1.03 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.68 male(s)/female 
			
total population: 0.99 male(s)/female (2006 est.) 
				", 1.03 , 1.02 , 0.98 , 0.68 , 0.99 
Malaysia,"birth: 1.07 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.79 male(s)/female 
			
total population: 1.01 male(s)/female (2006 est.) 
				", 1.07 , 1.06 , 1.01 , 0.79 , 1.01 
Maldives,"birth: 1.05 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.04 male(s)/female 
			
65 years and over: 0.98 male(s)/female 
			
total population: 1.05 male(s)/female (2006 est.) 
				", 1.05 , 1.06 , 1.04 , 0.98 , 1.05 
Mali,"birth: 1.03 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 0.96 male(s)/female 
			
65 years and over: 0.7 male(s)/female 
			
total population: 0.98 male(s)/female (2006 est.) 
				", 1.03 , 1.03 , 0.96 , 0.7 , 0.98 
Malta,"birth: 1.06 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.75 male(s)/female 
			
total population: 0.99 male(s)/female (2006 est.) 
				", 1.06 , 1.06 , 1.02 , 0.75 , 0.99 
Marshall Islands,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.05 male(s)/female 
			
65 years and over: 0.94 male(s)/female 
			
total population: 1.04 male(s)/female (2006 est.) 
				", 1.05 , 1.04 , 1.05 , 0.94 , 1.04 
Martinique,"birth: 1.02 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.82 male(s)/female 
			
total population: 0.99 male(s)/female (2006 est.) 
				", 1.02 , 1.03 , 1 , 0.82 , 0.99 
Mauritania,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.97 male(s)/female 
			
65 years and over: 0.67 male(s)/female 
			
total population: 0.98 male(s)/female (2006 est.) 
				", 1.03 , 1.01 , 0.97 , 0.67 , 0.98 
Mauritius,"birth: 1.02 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.64 male(s)/female 
			
total population: 0.97 male(s)/female (2006 est.) 
				", 1.02 , 1.01 , 1 , 0.64 , 0.97 
Mayotte,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 1.18 male(s)/female 
			
65 years and over: 1.02 male(s)/female 
			
total population: 1.1 male(s)/female (2006 est.) 
				", 1.03 , 1.01 , 1.18 , 1.02 , 1.1 
Mexico,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.94 male(s)/female 
			
65 years and over: 0.83 male(s)/female 
			
total population: 0.96 male(s)/female (2006 est.) 
				", 1.05 , 1.04 , 0.94 , 0.83 , 0.96 
"Micronesia, Federated States of","NA 
				"
Moldova,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.93 male(s)/female 
			
65 years and over: 0.59 male(s)/female 
			
total population: 0.91 male(s)/female (2006 est.) 
				", 1.05 , 1.04 , 0.93 , 0.59 , 0.91 
Monaco,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.97 male(s)/female 
			
65 years and over: 0.69 male(s)/female 
			
total population: 0.91 male(s)/female (2006 est.) 
				", 1.05 , 1.05 , 0.97 , 0.69 , 0.91 
Mongolia,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.77 male(s)/female 
			
total population: 1 male(s)/female (2006 est.) 
				", 1.05 , 1.04 , 1 , 0.77 , 1 
Montserrat,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.91 male(s)/female 
			
65 years and over: 1.06 male(s)/female 
			
total population: 0.96 male(s)/female (2006 est.) 
				", 1.05 , 1.04 , 0.91 , 1.06 , 0.96 
Morocco,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.77 male(s)/female 
			
total population: 0.99 male(s)/female (2006 est.) 
				", 1.05 , 1.04 , 0.99 , 0.77 , 0.99 
Mozambique,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.94 male(s)/female 
			
65 years and over: 0.72 male(s)/female 
			
total population: 0.97 male(s)/female (2006 est.) 
				", 1.03 , 1.01 , 0.94 , 0.72 , 0.97 
Namibia,"birth: 1.03 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.84 male(s)/female 
			
total population: 1.01 male(s)/female (2006 est.) 
				", 1.03 , 1.02 , 1.01 , 0.84 , 1.01 
Nauru,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.97 male(s)/female 
			
65 years and over: 1.13 male(s)/female 
			
total population: 1 male(s)/female (2006 est.) 
				", 1.05 , 1.05 , 0.97 , 1.13 , 1 
Nepal,"birth: 1.05 male(s)/female 
			
under 15 years: 1.07 male(s)/female 
			
15-64 years: 1.06 male(s)/female 
			
65 years and over: 0.95 male(s)/female 
			
total population: 1.06 male(s)/female (2006 est.) 
				", 1.05 , 1.07 , 1.06 , 0.95 , 1.06 
Netherlands,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.73 male(s)/female 
			
total population: 0.98 male(s)/female (2006 est.) 
				", 1.05 , 1.05 , 1.02 , 0.73 , 0.98 
Netherlands Antilles,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.92 male(s)/female 
			
65 years and over: 0.7 male(s)/female 
			
total population: 0.93 male(s)/female (2006 est.) 
				", 1.05 , 1.05 , 0.92 , 0.7 , 0.93 
New Caledonia,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.87 male(s)/female 
			
total population: 1.01 male(s)/female (2006 est.) 
				", 1.05 , 1.04 , 1.01 , 0.87 , 1.01 
New Zealand,"birth: 1.04 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.78 male(s)/female 
			
total population: 0.99 male(s)/female (2006 est.) 
				", 1.04 , 1.05 , 1.01 , 0.78 , 0.99 
Nicaragua,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.78 male(s)/female 
			
total population: 1 male(s)/female (2006 est.) 
				", 1.05 , 1.04 , 0.99 , 0.78 , 1 
Niger,"birth: 1.03 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.06 male(s)/female 
			
65 years and over: 0.99 male(s)/female 
			
total population: 1.05 male(s)/female (2006 est.) 
				", 1.03 , 1.04 , 1.06 , 0.99 , 1.05 
Nigeria,"birth: 1.03 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 1.04 male(s)/female 
			
65 years and over: 0.91 male(s)/female 
			
total population: 1.02 male(s)/female (2006 est.) 
				", 1.03 , 1.02 , 1.04 , 0.91 , 1.02 
Niue,"NA 
				"
Norfolk Island,"NA 
				"
Northern Mariana Islands,"birth: 1.06 male(s)/female 
			
under 15 years: 1.1 male(s)/female 
			
15-64 years: 0.7 male(s)/female 
			
65 years and over: 1.05 male(s)/female 
			
total population: 0.77 male(s)/female (2006 est.) 
				", 1.06 , 1.1 , 0.7 , 1.05 , 0.77 
Norway,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 0.73 male(s)/female 
			
total population: 0.98 male(s)/female (2006 est.) 
				", 1.05 , 1.05 , 1.03 , 0.73 , 0.98 
Oman,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.44 male(s)/female 
			
65 years and over: 1.23 male(s)/female 
			
total population: 1.25 male(s)/female (2006 est.) 
				", 1.05 , 1.04 , 1.44 , 1.23 , 1.25 
Pakistan,"birth: 1.05 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.05 male(s)/female 
			
65 years and over: 0.92 male(s)/female 
			
total population: 1.05 male(s)/female (2006 est.) 
				", 1.05 , 1.06 , 1.05 , 0.92 , 1.05 
Palau,"birth: 1.06 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.17 male(s)/female 
			
65 years and over: 0.9 male(s)/female 
			
total population: 1.13 male(s)/female (2006 est.) 
				", 1.06 , 1.06 , 1.17 , 0.9 , 1.13 
Panama,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 0.88 male(s)/female 
			
total population: 1.02 male(s)/female (2006 est.) 
				", 1.05 , 1.04 , 1.03 , 0.88 , 1.02 
Papua New Guinea,"birth: 1.05 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 1.06 male(s)/female 
			
65 years and over: 0.88 male(s)/female 
			
total population: 1.05 male(s)/female (2006 est.) 
				", 1.05 , 1.03 , 1.06 , 0.88 , 1.05 
Paraguay,"birth: 1.05 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.86 male(s)/female 
			
total population: 1.01 male(s)/female (2006 est.) 
				", 1.05 , 1.03 , 1.01 , 0.86 , 1.01 
Peru,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.89 male(s)/female 
			
total population: 1.01 male(s)/female (2006 est.) 
				", 1.05 , 1.04 , 1.01 , 0.89 , 1.01 
Philippines,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.77 male(s)/female 
			
total population: 1 male(s)/female (2006 est.) 
				", 1.05 , 1.04 , 0.99 , 0.77 , 1 
Pitcairn Islands,"NA 
				"
Poland,"birth: 1.06 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.62 male(s)/female 
			
total population: 0.94 male(s)/female (2006 est.) 
				", 1.06 , 1.06 , 0.99 , 0.62 , 0.94 
Portugal,"birth: 1.07 male(s)/female 
			
under 15 years: 1.09 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.7 male(s)/female 
			
total population: 0.95 male(s)/female (2006 est.) 
				", 1.07 , 1.09 , 0.98 , 0.7 , 0.95 
Puerto Rico,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.92 male(s)/female 
			
65 years and over: 0.76 male(s)/female 
			
total population: 0.92 male(s)/female (2006 est.) 
				", 1.05 , 1.05 , 0.92 , 0.76 , 0.92 
Qatar,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 2.24 male(s)/female 
			
65 years and over: 2.84 male(s)/female 
			
total population: 1.87 male(s)/female (2006 est.) 
				", 1.05 , 1.04 , 2.24 , 2.84 , 1.87 
Reunion,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.69 male(s)/female 
			
total population: 0.98 male(s)/female (2006 est.) 
				", 1.05 , 1.05 , 0.98 , 0.69 , 0.98 
Romania,"birth: 1.06 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.7 male(s)/female 
			
total population: 0.95 male(s)/female (2006 est.) 
				", 1.06 , 1.05 , 0.99 , 0.7 , 0.95 
Russia,"birth: 1.06 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.94 male(s)/female 
			
65 years and over: 0.46 male(s)/female 
			
total population: 0.86 male(s)/female (2006 est.) 
				", 1.06 , 1.05 , 0.94 , 0.46 , 0.86 
Rwanda,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.67 male(s)/female 
			
total population: 0.99 male(s)/female (2006 est.) 
				", 1.03 , 1.01 , 0.99 , 0.67 , 0.99 
Saint Helena,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.06 male(s)/female 
			
65 years and over: 0.84 male(s)/female 
			
total population: 1.03 male(s)/female (2006 est.) 
				", 1.05 , 1.04 , 1.06 , 0.84 , 1.03 
Saint Kitts and Nevis,"birth: 1.06 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.71 male(s)/female 
			
total population: 0.99 male(s)/female (2006 est.) 
				", 1.06 , 1.05 , 1 , 0.71 , 0.99 
Saint Lucia,"birth: 1.07 male(s)/female 
			
under 15 years: 1.07 male(s)/female 
			
15-64 years: 0.97 male(s)/female 
			
65 years and over: 0.58 male(s)/female 
			
total population: 0.97 male(s)/female (2006 est.) 
				", 1.07 , 1.07 , 0.97 , 0.58 , 0.97 
Saint Pierre and Miquelon,"birth: 1.07 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 0.84 male(s)/female 
			
total population: 1.01 male(s)/female (2006 est.) 
				", 1.07 , 1.05 , 1.03 , 0.84 , 1.01 
Saint Vincent and the Grenadines,"birth: 1.03 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.07 male(s)/female 
			
65 years and over: 0.78 male(s)/female 
			
total population: 1.04 male(s)/female (2006 est.) 
				", 1.03 , 1.04 , 1.07 , 0.78 , 1.04 
Samoa,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.65 male(s)/female 
			
65 years and over: 0.83 male(s)/female 
			
total population: 1.39 male(s)/female (2006 est.) 
				", 1.05 , 1.04 , 1.65 , 0.83 , 1.39 
San Marino,"birth: 1.09 male(s)/female 
			
under 15 years: 1.07 male(s)/female 
			
15-64 years: 0.93 male(s)/female 
			
65 years and over: 0.76 male(s)/female 
			
total population: 0.92 male(s)/female (2006 est.) 
				", 1.09 , 1.07 , 0.93 , 0.76 , 0.92 
Sao Tome and Principe,"birth: 1.03 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 0.94 male(s)/female 
			
65 years and over: 0.85 male(s)/female 
			
total population: 0.98 male(s)/female (2006 est.) 
				", 1.03 , 1.03 , 0.94 , 0.85 , 0.98 
Saudi Arabia,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.33 male(s)/female 
			
65 years and over: 1.13 male(s)/female 
			
total population: 1.2 male(s)/female (2006 est.) 
				", 1.05 , 1.04 , 1.33 , 1.13 , 1.2 
Senegal,"birth: 1.03 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.88 male(s)/female 
			
total population: 1 male(s)/female (2006 est.) 
				", 1.03 , 1.02 , 0.99 , 0.88 , 1 
Seychelles,"birth: 1.03 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 0.95 male(s)/female 
			
65 years and over: 0.47 male(s)/female 
			
total population: 0.93 male(s)/female (2006 est.) 
				", 1.03 , 1.02 , 0.95 , 0.47 , 0.93 
Sierra Leone,"birth: 1.03 male(s)/female 
			
under 15 years: 0.96 male(s)/female 
			
15-64 years: 0.92 male(s)/female 
			
65 years and over: 0.89 male(s)/female 
			
total population: 0.94 male(s)/female (2006 est.) 
				", 1.03 , 0.96 , 0.92 , 0.89 , 0.94 
Singapore,"birth: 1.08 male(s)/female 
			
under 15 years: 1.07 male(s)/female 
			
15-64 years: 0.95 male(s)/female 
			
65 years and over: 0.8 male(s)/female 
			
total population: 0.96 male(s)/female (2006 est.) 
				", 1.08 , 1.07 , 0.95 , 0.8 , 0.96 
Slovakia,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.6 male(s)/female 
			
total population: 0.94 male(s)/female (2006 est.) 
				", 1.05 , 1.05 , 0.99 , 0.6 , 0.94 
Slovenia,"birth: 1.07 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.63 male(s)/female 
			
total population: 0.95 male(s)/female (2006 est.) 
				", 1.07 , 1.06 , 1.02 , 0.63 , 0.95 
Solomon Islands,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.92 male(s)/female 
			
total population: 1.03 male(s)/female (2006 est.) 
				", 1.05 , 1.04 , 1.02 , 0.92 , 1.03 
Somalia,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.73 male(s)/female 
			
total population: 1 male(s)/female (2006 est.) 
				", 1.03 , 1.01 , 1.01 , 0.73 , 1 
South Africa,"birth: 1.02 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.95 male(s)/female 
			
65 years and over: 0.63 male(s)/female 
			
total population: 0.95 male(s)/female (2006 est.) 
				", 1.02 , 1.01 , 0.95 , 0.63 , 0.95 
Spain,"birth: 1.07 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.72 male(s)/female 
			
total population: 0.96 male(s)/female (2006 est.) 
				", 1.07 , 1.06 , 1.01 , 0.72 , 0.96 
Sri Lanka,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.94 male(s)/female 
			
65 years and over: 0.86 male(s)/female 
			
total population: 0.96 male(s)/female (2006 est.) 
				", 1.05 , 1.05 , 0.94 , 0.86 , 0.96 
Sudan,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 1.15 male(s)/female 
			
total population: 1.02 male(s)/female (2006 est.) 
				", 1.05 , 1.04 , 1 , 1.15 , 1.02 
Suriname,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.06 male(s)/female 
			
65 years and over: 0.79 male(s)/female 
			
total population: 1.04 male(s)/female (2006 est.) 
				", 1.05 , 1.05 , 1.06 , 0.79 , 1.04 
Svalbard,"NA 
				"
Swaziland,"birth: 1.03 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 0.92 male(s)/female 
			
65 years and over: 0.66 male(s)/female 
			
total population: 0.95 male(s)/female (2006 est.) 
				", 1.03 , 1.02 , 0.92 , 0.66 , 0.95 
Sweden,"birth: 1.06 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 0.77 male(s)/female 
			
total population: 0.98 male(s)/female (2006 est.) 
				", 1.06 , 1.06 , 1.03 , 0.77 , 0.98 
Switzerland,"birth: 1.05 male(s)/female 
			
under 15 years: 1.08 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.7 male(s)/female 
			
total population: 0.97 male(s)/female (2006 est.) 
				", 1.05 , 1.08 , 1.02 , 0.7 , 0.97 
