Country,sex_ratio,at birth,0-14,15-64,65 years and ove,total population
Israel,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 0.77 male(s)/female 
			
total population: 1 male(s)/female (2008 est.) 
				", 1.05 , 1.05 , 1.03 , 0.77 , 1 
Italy,"birth: 1.07 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 0.72 male(s)/female 
			
total population: 0.96 male(s)/female (2008 est.) 
				", 1.07 , 1.06 , 1.03 , 0.72 , 0.96 
Jamaica,"birth: 1.05 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 0.97 male(s)/female 
			
65 years and over: 0.81 male(s)/female 
			
total population: 0.98 male(s)/female (2008 est.) 
				", 1.05 , 1.03 , 0.97 , 0.81 , 0.98 
Japan,"birth: 1.06 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.74 male(s)/female 
			
total population: 0.95 male(s)/female (2008 est.) 
				", 1.06 , 1.06 , 1.01 , 0.74 , 0.95 
Jersey,"birth: 1.08 male(s)/female 
			
under 15 years: 1.08 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.8 male(s)/female 
			
total population: 0.97 male(s)/female (2008 est.) 
				", 1.08 , 1.08 , 0.99 , 0.8 , 0.97 
Jordan,"birth: 1.06 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.15 male(s)/female 
			
65 years and over: 0.94 male(s)/female 
			
total population: 1.1 male(s)/female (2008 est.) 
				", 1.06 , 1.04 , 1.15 , 0.94 , 1.1 
Kazakhstan,"birth: 1.06 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.96 male(s)/female 
			
65 years and over: 0.54 male(s)/female 
			
total population: 0.93 male(s)/female (2008 est.) 
				", 1.06 , 1.04 , 0.96 , 0.54 , 0.93 
Kenya,"birth: 1.02 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.84 male(s)/female 
			
total population: 1 male(s)/female (2008 est.) 
				", 1.02 , 1.01 , 1.01 , 0.84 , 1 
Kiribati,"birth: 1.05 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.74 male(s)/female 
			
total population: 0.99 male(s)/female (2008 est.) 
				", 1.05 , 1.03 , 0.98 , 0.74 , 0.99 
"Korea, North","birth: 1.05 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.57 male(s)/female 
			
total population: 0.95 male(s)/female (2008 est.) 
				", 1.05 , 1.03 , 0.98 , 0.57 , 0.95 
"Korea, South","birth: 1.08 male(s)/female 
			
under 15 years: 1.11 male(s)/female 
			
15-64 years: 1.04 male(s)/female 
			
65 years and over: 0.66 male(s)/female 
			
total population: 1 male(s)/female (2008 est.) 
				", 1.08 , 1.11 , 1.04 , 0.66 , 1 
Kuwait,"birth: 1.04 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.78 male(s)/female 
			
65 years and over: 1.67 male(s)/female 
			
total population: 1.53 male(s)/female (2008 est.) 
				", 1.04 , 1.04 , 1.78 , 1.67 , 1.53 
Kyrgyzstan,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.96 male(s)/female 
			
65 years and over: 0.64 male(s)/female 
			
total population: 0.96 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 0.96 , 0.64 , 0.96 
Laos,"birth: 1.05 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.78 male(s)/female 
			
total population: 0.98 male(s)/female (2008 est.) 
				", 1.05 , 1.01 , 0.98 , 0.78 , 0.98 
Latvia,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.95 male(s)/female 
			
65 years and over: 0.49 male(s)/female 
			
total population: 0.86 male(s)/female (2008 est.) 
				", 1.05 , 1.05 , 0.95 , 0.49 , 0.86 
Lebanon,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.92 male(s)/female 
			
65 years and over: 0.82 male(s)/female 
			
total population: 0.94 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 0.92 , 0.82 , 0.94 
Lesotho,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.96 male(s)/female 
			
65 years and over: 0.67 male(s)/female 
			
total population: 0.96 male(s)/female (2008 est.) 
				", 1.03 , 1.01 , 0.96 , 0.67 , 0.96 
Liberia,"birth: 1.03 male(s)/female 
			
under 15 years: 1 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.95 male(s)/female 
			
total population: 0.99 male(s)/female (2008 est.) 
				", 1.03 , 1 , 0.98 , 0.95 , 0.99 
Libya,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.06 male(s)/female 
			
65 years and over: 0.96 male(s)/female 
			
total population: 1.05 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 1.06 , 0.96 , 1.05 
Liechtenstein,"birth: 1 male(s)/female 
			
under 15 years: 0.99 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.75 male(s)/female 
			
total population: 0.94 male(s)/female (2008 est.) 
				", 1 , 0.99 , 0.98 , 0.75 , 0.94 
Lithuania,"birth: 1.06 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.96 male(s)/female 
			
65 years and over: 0.53 male(s)/female 
			
total population: 0.89 male(s)/female (2008 est.) 
				", 1.06 , 1.05 , 0.96 , 0.53 , 0.89 
Luxembourg,"birth: 1.07 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.69 male(s)/female 
			
total population: 0.97 male(s)/female (2008 est.) 
				", 1.07 , 1.06 , 1.02 , 0.69 , 0.97 
Macau,"birth: 1.05 male(s)/female 
			
under 15 years: 1.13 male(s)/female 
			
15-64 years: 0.88 male(s)/female 
			
65 years and over: 0.86 male(s)/female 
			
total population: 0.92 male(s)/female (2008 est.) 
				", 1.05 , 1.13 , 0.88 , 0.86 , 0.92 
Macedonia,"birth: 1.08 male(s)/female 
			
under 15 years: 1.08 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.77 male(s)/female 
			
total population: 1 male(s)/female (2008 est.) 
				", 1.08 , 1.08 , 1.02 , 0.77 , 1 
Madagascar,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.81 male(s)/female 
			
total population: 0.99 male(s)/female (2008 est.) 
				", 1.03 , 1.01 , 0.99 , 0.81 , 0.99 
Malawi,"birth: 1.01 male(s)/female 
			
under 15 years: 1 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.75 male(s)/female 
			
total population: 1 male(s)/female (2008 est.) 
				", 1.01 , 1 , 1.01 , 0.75 , 1 
Malaysia,"birth: 1.07 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.78 male(s)/female 
			
total population: 1.01 male(s)/female (2008 est.) 
				", 1.07 , 1.06 , 1.01 , 0.78 , 1.01 
Maldives,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.59 male(s)/female 
			
65 years and over: 1.01 male(s)/female 
			
total population: 1.41 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 1.59 , 1.01 , 1.41 
Mali,"birth: 1.03 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.66 male(s)/female 
			
total population: 0.99 male(s)/female (2008 est.) 
				", 1.03 , 1.02 , 0.98 , 0.66 , 0.99 
Malta,"birth: 1.06 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 0.76 male(s)/female 
			
total population: 0.99 male(s)/female (2008 est.) 
				", 1.06 , 1.06 , 1.03 , 0.76 , 0.99 
Marshall Islands,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.05 male(s)/female 
			
65 years and over: 0.94 male(s)/female 
			
total population: 1.04 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 1.05 , 0.94 , 1.04 
Mauritania,"birth: 1.03 male(s)/female 
			
under 15 years: 1 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.66 male(s)/female 
			
total population: 0.98 male(s)/female (2008 est.) 
				", 1.03 , 1 , 0.98 , 0.66 , 0.98 
Mauritius,"birth: 1.05 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.67 male(s)/female 
			
total population: 0.97 male(s)/female (2008 est.) 
				", 1.05 , 1.03 , 0.99 , 0.67 , 0.97 
Mayotte,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 1.16 male(s)/female 
			
65 years and over: 1.03 male(s)/female 
			
total population: 1.09 male(s)/female (2008 est.) 
				", 1.03 , 1.01 , 1.16 , 1.03 , 1.09 
Mexico,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.94 male(s)/female 
			
65 years and over: 0.82 male(s)/female 
			
total population: 0.96 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 0.94 , 0.82 , 0.96 
"Micronesia, Federated States of","NA 
				"
Moldova,"birth: 1.06 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 0.94 male(s)/female 
			
65 years and over: 0.59 male(s)/female 
			
total population: 0.91 male(s)/female (2008 est.) 
				", 1.06 , 1.06 , 0.94 , 0.59 , 0.91 
Monaco,"birth: 1.06 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.69 male(s)/female 
			
total population: 0.91 male(s)/female (2008 est.) 
				", 1.06 , 1.05 , 0.98 , 0.69 , 0.91 
Mongolia,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.77 male(s)/female 
			
total population: 1 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 1 , 0.77 , 1 
Montserrat,"birth: 1.05 male(s)/female 
			
under 15 years: 1.09 male(s)/female 
			
15-64 years: 0.92 male(s)/female 
			
65 years and over: 1.88 male(s)/female 
			
total population: 1.01 male(s)/female (2008 est.) 
				", 1.05 , 1.09 , 0.92 , 1.88 , 1.01 
Morocco,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.75 male(s)/female 
			
total population: 0.99 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 1 , 0.75 , 0.99 
Mozambique,"birth: 1.02 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.95 male(s)/female 
			
65 years and over: 0.71 male(s)/female 
			
total population: 0.97 male(s)/female (2008 est.) 
				", 1.02 , 1.01 , 0.95 , 0.71 , 0.97 
Namibia,"birth: 1.03 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.82 male(s)/female 
			
total population: 1.01 male(s)/female (2008 est.) 
				", 1.03 , 1.02 , 1.02 , 0.82 , 1.01 
Nauru,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.97 male(s)/female 
			
65 years and over: 1.08 male(s)/female 
			
total population: 1 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 0.97 , 1.08 , 1 
Nepal,"birth: 1.05 male(s)/female 
			
under 15 years: 1.07 male(s)/female 
			
15-64 years: 1.06 male(s)/female 
			
65 years and over: 0.94 male(s)/female 
			
total population: 1.06 male(s)/female (2008 est.) 
				", 1.05 , 1.07 , 1.06 , 0.94 , 1.06 
Netherlands,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.75 male(s)/female 
			
total population: 0.98 male(s)/female (2008 est.) 
				", 1.05 , 1.05 , 1.02 , 0.75 , 0.98 
Netherlands Antilles,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.93 male(s)/female 
			
65 years and over: 0.69 male(s)/female 
			
total population: 0.93 male(s)/female (2008 est.) 
				", 1.05 , 1.05 , 0.93 , 0.69 , 0.93 
New Caledonia,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.86 male(s)/female 
			
total population: 1.01 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 1.01 , 0.86 , 1.01 
New Zealand,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.83 male(s)/female 
			
total population: 0.99 male(s)/female (2008 est.) 
				", 1.05 , 1.05 , 1 , 0.83 , 0.99 
Nicaragua,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.78 male(s)/female 
			
total population: 1 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 0.99 , 0.78 , 1 
Niger,"birth: 1.03 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.06 male(s)/female 
			
65 years and over: 0.98 male(s)/female 
			
total population: 1.05 male(s)/female (2008 est.) 
				", 1.03 , 1.04 , 1.06 , 0.98 , 1.05 
Nigeria,"birth: 1.03 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.04 male(s)/female 
			
65 years and over: 0.95 male(s)/female 
			
total population: 1.04 male(s)/female (2008 est.) 
				", 1.03 , 1.05 , 1.04 , 0.95 , 1.04 
Niue,"NA 
				"
Norfolk Island,"NA 
				"
Northern Mariana Islands,"birth: 1.06 male(s)/female 
			
under 15 years: 1.1 male(s)/female 
			
15-64 years: 0.68 male(s)/female 
			
65 years and over: 1.06 male(s)/female 
			
total population: 0.75 male(s)/female (2008 est.) 
				", 1.06 , 1.1 , 0.68 , 1.06 , 0.75 
Norway,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 0.74 male(s)/female 
			
total population: 0.98 male(s)/female (2008 est.) 
				", 1.05 , 1.05 , 1.03 , 0.74 , 0.98 
Oman,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.4 male(s)/female 
			
65 years and over: 1.29 male(s)/female 
			
total population: 1.23 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 1.4 , 1.29 , 1.23 
Pakistan,"birth: 1.05 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.05 male(s)/female 
			
65 years and over: 0.89 male(s)/female 
			
total population: 1.04 male(s)/female (2008 est.) 
				", 1.05 , 1.06 , 1.05 , 0.89 , 1.04 
Palau,"birth: 1.06 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.16 male(s)/female 
			
65 years and over: 0.9 male(s)/female 
			
total population: 1.12 male(s)/female (2008 est.) 
				", 1.06 , 1.06 , 1.16 , 0.9 , 1.12 
Panama,"birth: 1.04 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.87 male(s)/female 
			
total population: 1.02 male(s)/female (2008 est.) 
				", 1.04 , 1.04 , 1.02 , 0.87 , 1.02 
Papua New Guinea,"birth: 1.05 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 1.06 male(s)/female 
			
65 years and over: 0.86 male(s)/female 
			
total population: 1.04 male(s)/female (2008 est.) 
				", 1.05 , 1.03 , 1.06 , 0.86 , 1.04 
Paraguay,"birth: 1.05 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.86 male(s)/female 
			
total population: 1.01 male(s)/female (2008 est.) 
				", 1.05 , 1.03 , 1.01 , 0.86 , 1.01 
Peru,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.89 male(s)/female 
			
total population: 1.01 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 1.01 , 0.89 , 1.01 
Philippines,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.76 male(s)/female 
			
total population: 1 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 1 , 0.76 , 1 
Pitcairn Islands,"NA 
				"
Poland,"birth: 1.06 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.62 male(s)/female 
			
total population: 0.94 male(s)/female (2008 est.) 
				", 1.06 , 1.06 , 0.99 , 0.62 , 0.94 
Portugal,"birth: 1.07 male(s)/female 
			
under 15 years: 1.09 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.7 male(s)/female 
			
total population: 0.95 male(s)/female (2008 est.) 
				", 1.07 , 1.09 , 0.99 , 0.7 , 0.95 
Puerto Rico,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.92 male(s)/female 
			
65 years and over: 0.76 male(s)/female 
			
total population: 0.92 male(s)/female (2008 est.) 
				", 1.05 , 1.05 , 0.92 , 0.76 , 0.92 
Qatar,"birth: 1.05 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 2.47 male(s)/female 
			
65 years and over: 1.4 male(s)/female 
			
total population: 2.01 male(s)/female (2008 est.) 
				", 1.05 , 1.06 , 2.47 , 1.4 , 2.01 
Romania,"birth: 1.06 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.69 male(s)/female 
			
total population: 0.95 male(s)/female (2008 est.) 
				", 1.06 , 1.05 , 0.99 , 0.69 , 0.95 
Russia,"birth: 1.06 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.93 male(s)/female 
			
65 years and over: 0.45 male(s)/female 
			
total population: 0.86 male(s)/female (2008 est.) 
				", 1.06 , 1.05 , 0.93 , 0.45 , 0.86 
Rwanda,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.67 male(s)/female 
			
total population: 0.99 male(s)/female (2008 est.) 
				", 1.03 , 1.01 , 1 , 0.67 , 0.99 
Saint Helena,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.05 male(s)/female 
			
65 years and over: 0.86 male(s)/female 
			
total population: 1.03 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 1.05 , 0.86 , 1.03 
Saint Kitts and Nevis,"birth: 1.06 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.71 male(s)/female 
			
total population: 0.99 male(s)/female (2008 est.) 
				", 1.06 , 1.05 , 1 , 0.71 , 0.99 
Saint Lucia,"birth: 1.07 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.94 male(s)/female 
			
65 years and over: 0.82 male(s)/female 
			
total population: 0.96 male(s)/female (2008 est.) 
				", 1.07 , 1.05 , 0.94 , 0.82 , 0.96 
Saint Pierre and Miquelon,"birth: 1.07 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 0.85 male(s)/female 
			
total population: 1.01 male(s)/female (2008 est.) 
				", 1.07 , 1.04 , 1.03 , 0.85 , 1.01 
Saint Vincent and the Grenadines,"birth: 1.03 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.07 male(s)/female 
			
65 years and over: 0.79 male(s)/female 
			
total population: 1.04 male(s)/female (2008 est.) 
				", 1.03 , 1.04 , 1.07 , 0.79 , 1.04 
Samoa,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.1 male(s)/female 
			
65 years and over: 0.81 male(s)/female 
			
total population: 1.06 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 1.1 , 0.81 , 1.06 
San Marino,"birth: 1.09 male(s)/female 
			
under 15 years: 1.07 male(s)/female 
			
15-64 years: 0.92 male(s)/female 
			
65 years and over: 0.76 male(s)/female 
			
total population: 0.91 male(s)/female (2008 est.) 
				", 1.09 , 1.07 , 0.92 , 0.76 , 0.91 
Sao Tome and Principe,"birth: 1.03 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 0.94 male(s)/female 
			
65 years and over: 0.83 male(s)/female 
			
total population: 0.98 male(s)/female (2008 est.) 
				", 1.03 , 1.03 , 0.94 , 0.83 , 0.98 
Saudi Arabia,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.3 male(s)/female 
			
65 years and over: 1.08 male(s)/female 
			
total population: 1.19 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 1.3 , 1.08 , 1.19 
Senegal,"birth: 1.03 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.88 male(s)/female 
			
total population: 1 male(s)/female (2008 est.) 
				", 1.03 , 1.02 , 0.99 , 0.88 , 1 
Seychelles,"birth: 1.03 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 0.96 male(s)/female 
			
65 years and over: 0.46 male(s)/female 
			
total population: 0.93 male(s)/female (2008 est.) 
				", 1.03 , 1.02 , 0.96 , 0.46 , 0.93 
Sierra Leone,"birth: 1.03 male(s)/female 
			
under 15 years: 0.96 male(s)/female 
			
15-64 years: 0.92 male(s)/female 
			
65 years and over: 0.86 male(s)/female 
			
total population: 0.94 male(s)/female (2008 est.) 
				", 1.03 , 0.96 , 0.92 , 0.86 , 0.94 
Singapore,"birth: 1.08 male(s)/female 
			
under 15 years: 1.07 male(s)/female 
			
15-64 years: 0.95 male(s)/female 
			
65 years and over: 0.8 male(s)/female 
			
total population: 0.95 male(s)/female (2008 est.) 
				", 1.08 , 1.07 , 0.95 , 0.8 , 0.95 
Slovakia,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.6 male(s)/female 
			
total population: 0.94 male(s)/female (2008 est.) 
				", 1.05 , 1.05 , 0.99 , 0.6 , 0.94 
Slovenia,"birth: 1.07 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.64 male(s)/female 
			
total population: 0.95 male(s)/female (2008 est.) 
				", 1.07 , 1.06 , 1.02 , 0.64 , 0.95 
Solomon Islands,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.9 male(s)/female 
			
total population: 1.03 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 1.02 , 0.9 , 1.03 
Somalia,"birth: 1.03 male(s)/female 
			
under 15 years: 1 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.72 male(s)/female 
			
total population: 1 male(s)/female (2008 est.) 
				", 1.03 , 1 , 1 , 0.72 , 1 
South Africa,"birth: 1.02 male(s)/female 
			
under 15 years: 1 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.69 male(s)/female 
			
total population: 0.99 male(s)/female (2008 est.) 
				", 1.02 , 1 , 1.01 , 0.69 , 0.99 
Spain,"birth: 1.07 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.72 male(s)/female 
			
total population: 0.96 male(s)/female (2008 est.) 
				", 1.07 , 1.06 , 1.01 , 0.72 , 0.96 
Sri Lanka,"birth: 1.04 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.96 male(s)/female 
			
65 years and over: 0.88 male(s)/female 
			
total population: 0.97 male(s)/female (2008 est.) 
				", 1.04 , 1.04 , 0.96 , 0.88 , 0.97 
Sudan,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 1.1 male(s)/female 
			
total population: 1.03 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 1.01 , 1.1 , 1.03 
Suriname,"birth: 1.07 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.76 male(s)/female 
			
total population: 0.99 male(s)/female (2008 est.) 
				", 1.07 , 1.04 , 0.99 , 0.76 , 0.99 
Svalbard,"NA 
				"
Swaziland,"birth: 1.03 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 0.92 male(s)/female 
			
65 years and over: 0.61 male(s)/female 
			
total population: 0.95 male(s)/female (2008 est.) 
				", 1.03 , 1.02 , 0.92 , 0.61 , 0.95 
Sweden,"birth: 1.06 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 0.78 male(s)/female 
			
total population: 0.98 male(s)/female (2008 est.) 
				", 1.06 , 1.06 , 1.03 , 0.78 , 0.98 
Switzerland,"birth: 1.05 male(s)/female 
			
under 15 years: 1.08 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.7 male(s)/female 
			
total population: 0.97 male(s)/female (2008 est.) 
				", 1.05 , 1.08 , 1.02 , 0.7 , 0.97 
Syria,"birth: 1.06 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.05 male(s)/female 
			
65 years and over: 0.89 male(s)/female 
			
total population: 1.05 male(s)/female (2008 est.) 
				", 1.06 , 1.06 , 1.05 , 0.89 , 1.05 
Taiwan,"birth: 1.09 male(s)/female 
			
under 15 years: 1.08 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.95 male(s)/female 
			
total population: 1.02 male(s)/female (2008 est.) 
				", 1.09 , 1.08 , 1.02 , 0.95 , 1.02 
Tajikistan,"birth: 1.05 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.74 male(s)/female 
			
total population: 0.99 male(s)/female (2008 est.) 
				", 1.05 , 1.03 , 0.98 , 0.74 , 0.99 
Tanzania,"birth: 1.03 male(s)/female 
			
under 15 years: 1 male(s)/female 
			
15-64 years: 0.97 male(s)/female 
			
65 years and over: 0.78 male(s)/female 
			
total population: 0.98 male(s)/female (2008 est.) 
				", 1.03 , 1 , 0.97 , 0.78 , 0.98 
