Country,sex_ratio,at birth,0-14,15-64,65 years and ove,total population
Israel,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.75 male(s)/female 
			
total population: 0.99 male(s)/female (2002 est.) 
				", 1.05 , 1.05 , 1.01 , 0.75 , 0.99 
Italy,"birth: 1.07 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.7 male(s)/female 
			
total population: 0.94 male(s)/female (2002 est.) 
				", 1.07 , 1.06 , 0.99 , 0.7 , 0.94 
Jamaica,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.81 male(s)/female 
			
total population: 1 male(s)/female (2002 est.) 
				", 1.05 , 1.05 , 1 , 0.81 , 1 
Japan,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.73 male(s)/female 
			
total population: 0.96 male(s)/female (2002 est.) 
				", 1.05 , 1.05 , 1.01 , 0.73 , 0.96 
Jersey,"birth: 1.08 male(s)/female 
			
under 15 years: 1.07 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.76 male(s)/female 
			
total population: 0.97 male(s)/female (2002 est.) 
				", 1.08 , 1.07 , 0.99 , 0.76 , 0.97 
Jordan,"birth: 1.06 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.14 male(s)/female 
			
65 years and over: 0.97 male(s)/female 
			
total population: 1.1 male(s)/female (2002 est.) 
				", 1.06 , 1.04 , 1.14 , 0.97 , 1.1 
Kazakhstan,"birth: 1.05 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 0.94 male(s)/female 
			
65 years and over: 0.53 male(s)/female 
			
total population: 0.92 male(s)/female (2002 est.) 
				", 1.05 , 1.03 , 0.94 , 0.53 , 0.92 
Kenya,"birth: 1.03 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.77 male(s)/female 
			
total population: 1.01 male(s)/female (2002 est.) 
				", 1.03 , 1.02 , 1.01 , 0.77 , 1.01 
Kiribati,"birth: 1.05 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 0.97 male(s)/female 
			
65 years and over: 0.75 male(s)/female 
			
total population: 0.99 male(s)/female (2002 est.) 
				", 1.05 , 1.03 , 0.97 , 0.75 , 0.99 
"Korea, North","birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.97 male(s)/female 
			
65 years and over: 0.49 male(s)/female 
			
total population: 0.95 male(s)/female (2002 est.) 
				", 1.05 , 1.05 , 0.97 , 0.49 , 0.95 
"Korea, South","birth: 1.11 male(s)/female 
			
under 15 years: 1.13 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 0.65 male(s)/female 
			
total population: 1.01 male(s)/female (2002 est.) 
				", 1.11 , 1.13 , 1.03 , 0.65 , 1.01 
Kuwait,"birth: 1.04 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.77 male(s)/female 
			
65 years and over: 1.8 male(s)/female 
			
total population: 1.52 male(s)/female (2002 est.) 
				", 1.04 , 1.04 , 1.77 , 1.8 , 1.52 
Kyrgyzstan,"birth: 1.05 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 0.96 male(s)/female 
			
65 years and over: 0.61 male(s)/female 
			
total population: 0.96 male(s)/female (2002 est.) 
				", 1.05 , 1.02 , 0.96 , 0.61 , 0.96 
Laos,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.97 male(s)/female 
			
65 years and over: 0.84 male(s)/female 
			
total population: 0.98 male(s)/female (2002 est.) 
				", 1.03 , 1.01 , 0.97 , 0.84 , 0.98 
Latvia,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.92 male(s)/female 
			
65 years and over: 0.48 male(s)/female 
			
total population: 0.85 male(s)/female (2002 est.) 
				", 1.05 , 1.05 , 0.92 , 0.48 , 0.85 
Lebanon,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.91 male(s)/female 
			
65 years and over: 0.83 male(s)/female 
			
total population: 0.94 male(s)/female (2002 est.) 
				", 1.05 , 1.04 , 0.91 , 0.83 , 0.94 
Lesotho,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.93 male(s)/female 
			
65 years and over: 0.73 male(s)/female 
			
total population: 0.95 male(s)/female (2002 est.) 
				", 1.03 , 1.01 , 0.93 , 0.73 , 0.95 
Liberia,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.95 male(s)/female 
			
65 years and over: 1.02 male(s)/female 
			
total population: 0.98 male(s)/female (2002 est.) 
				", 1.03 , 1.01 , 0.95 , 1.02 , 0.98 
Libya,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.07 male(s)/female 
			
65 years and over: 0.95 male(s)/female 
			
total population: 1.06 male(s)/female (2002 est.) 
				", 1.05 , 1.04 , 1.07 , 0.95 , 1.06 
Liechtenstein,"birth: 1.01 male(s)/female 
			
under 15 years: 1 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.69 male(s)/female 
			
total population: 0.95 male(s)/female (2002 est.) 
				", 1.01 , 1 , 0.99 , 0.69 , 0.95 
Lithuania,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.94 male(s)/female 
			
65 years and over: 0.51 male(s)/female 
			
total population: 0.88 male(s)/female (2002 est.) 
				", 1.05 , 1.04 , 0.94 , 0.51 , 0.88 
Luxembourg,"birth: 1.07 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.67 male(s)/female 
			
total population: 0.97 male(s)/female (2002 est.) 
				", 1.07 , 1.06 , 1.01 , 0.67 , 0.97 
Macau,"birth: 1.05 male(s)/female 
			
under 15 years: 1.08 male(s)/female 
			
15-64 years: 0.9 male(s)/female 
			
65 years and over: 0.68 male(s)/female 
			
total population: 0.92 male(s)/female (2002 est.) 
				", 1.05 , 1.08 , 0.9 , 0.68 , 0.92 
"Macedonia, The Former Yugoslav Republic of","birth: 1.08 male(s)/female 
			
under 15 years: 1.08 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.79 male(s)/female 
			
total population: 1 male(s)/female (2002 est.) 
				", 1.08 , 1.08 , 1.01 , 0.79 , 1 
Madagascar,"birth: 1.03 male(s)/female 
			
under 15 years: 1 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.86 male(s)/female 
			
total population: 0.99 male(s)/female (2002 est.) 
				", 1.03 , 1 , 0.98 , 0.86 , 0.99 
Malawi,"birth: 1.03 male(s)/female 
			
under 15 years: 1 male(s)/female 
			
15-64 years: 0.97 male(s)/female 
			
65 years and over: 0.67 male(s)/female 
			
total population: 0.98 male(s)/female (2002 est.) 
				", 1.03 , 1 , 0.97 , 0.67 , 0.98 
Malaysia,"birth: 1.07 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.78 male(s)/female 
			
total population: 1.01 male(s)/female (2002 est.) 
				", 1.07 , 1.06 , 1 , 0.78 , 1.01 
Maldives,"birth: 1.05 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.04 male(s)/female 
			
65 years and over: 1.05 male(s)/female 
			
total population: 1.05 male(s)/female (2002 est.) 
				", 1.05 , 1.06 , 1.04 , 1.05 , 1.05 
Mali,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.91 male(s)/female 
			
65 years and over: 0.87 male(s)/female 
			
total population: 0.96 male(s)/female (2002 est.) 
				", 1.03 , 1.01 , 0.91 , 0.87 , 0.96 
Malta,"birth: 1.09 male(s)/female 
			
under 15 years: 1.07 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.72 male(s)/female 
			
total population: 0.98 male(s)/female (2002 est.) 
				", 1.09 , 1.07 , 1.01 , 0.72 , 0.98 
"Man, Isle of","birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.67 male(s)/female 
			
total population: 0.95 male(s)/female (2002 est.) 
				", 1.05 , 1.04 , 1.01 , 0.67 , 0.95 
Marshall Islands,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.04 male(s)/female 
			
65 years and over: 0.91 male(s)/female 
			
total population: 1.04 male(s)/female (2002 est.) 
				", 1.05 , 1.04 , 1.04 , 0.91 , 1.04 
Martinique,"birth: 1.02 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.81 male(s)/female 
			
total population: 0.98 male(s)/female (2002 est.) 
				", 1.02 , 1.03 , 0.99 , 0.81 , 0.98 
Mauritania,"birth: 1.03 male(s)/female 
			
under 15 years: 1 male(s)/female 
			
15-64 years: 0.97 male(s)/female 
			
65 years and over: 0.7 male(s)/female 
			
total population: 0.98 male(s)/female (2002 est.) 
				", 1.03 , 1 , 0.97 , 0.7 , 0.98 
Mauritius,"birth: 1.02 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.66 male(s)/female 
			
total population: 0.98 male(s)/female (2002 est.) 
				", 1.02 , 1.02 , 1 , 0.66 , 0.98 
Mayotte,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 1.2 male(s)/female 
			
65 years and over: 0.99 male(s)/female 
			
total population: 1.1 male(s)/female (2002 est.) 
				", 1.03 , 1.01 , 1.2 , 0.99 , 1.1 
Mexico,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.95 male(s)/female 
			
65 years and over: 0.8 male(s)/female 
			
total population: 0.97 male(s)/female (2002 est.) 
				", 1.05 , 1.04 , 0.95 , 0.8 , 0.97 
"Micronesia, Federated States of","NA 
				"
Moldova,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.92 male(s)/female 
			
65 years and over: 0.59 male(s)/female 
			
total population: 0.91 male(s)/female (2002 est.) 
				", 1.05 , 1.04 , 0.92 , 0.59 , 0.91 
Monaco,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.97 male(s)/female 
			
65 years and over: 0.69 male(s)/female 
			
total population: 0.91 male(s)/female (2002 est.) 
				", 1.05 , 1.05 , 0.97 , 0.69 , 0.91 
Mongolia,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.76 male(s)/female 
			
total population: 1 male(s)/female (2002 est.) 
				", 1.05 , 1.04 , 1 , 0.76 , 1 
Montserrat,"birth: 1.06 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 0.92 male(s)/female 
			
65 years and over: 1.12 male(s)/female 
			
total population: 0.96 male(s)/female (2002 est.) 
				", 1.06 , 1.02 , 0.92 , 1.12 , 0.96 
Morocco,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.81 male(s)/female 
			
total population: 1 male(s)/female (2002 est.) 
				", 1.05 , 1.04 , 0.99 , 0.81 , 1 
Mozambique,"birth: 1.03 male(s)/female 
			
under 15 years: 1 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.71 male(s)/female 
			
total population: 0.98 male(s)/female (2002 est.) 
				", 1.03 , 1 , 0.98 , 0.71 , 0.98 
Namibia,"birth: 1.03 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.77 male(s)/female 
			
total population: 1 male(s)/female (2002 est.) 
				", 1.03 , 1.03 , 1 , 0.77 , 1 
Nauru,"birth: 1.05 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 1.02 male(s)/female 
			
total population: 1.01 male(s)/female (2002 est.) 
				", 1.05 , 1.06 , 0.98 , 1.02 , 1.01 
Nepal,"birth: 1.05 male(s)/female 
			
under 15 years: 1.07 male(s)/female 
			
15-64 years: 1.05 male(s)/female 
			
65 years and over: 0.97 male(s)/female 
			
total population: 1.05 male(s)/female (2002 est.) 
				", 1.05 , 1.07 , 1.05 , 0.97 , 1.05 
Netherlands,"birth: 1.04 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 0.7 male(s)/female 
			
total population: 0.98 male(s)/female (2002 est.) 
				", 1.04 , 1.05 , 1.03 , 0.7 , 0.98 
Netherlands Antilles,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.91 male(s)/female 
			
65 years and over: 0.71 male(s)/female 
			
total population: 0.92 male(s)/female (2002 est.) 
				", 1.05 , 1.05 , 0.91 , 0.71 , 0.92 
New Caledonia,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.89 male(s)/female 
			
total population: 1.02 male(s)/female (2002 est.) 
				", 1.05 , 1.04 , 1.01 , 0.89 , 1.02 
New Zealand,"birth: 1.04 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.77 male(s)/female 
			
total population: 0.99 male(s)/female (2002 est.) 
				", 1.04 , 1.05 , 1.01 , 0.77 , 0.99 
Nicaragua,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.78 male(s)/female 
			
total population: 1 male(s)/female (2002 est.) 
				", 1.05 , 1.04 , 0.99 , 0.78 , 1 
Niger,"birth: 1.03 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.96 male(s)/female 
			
65 years and over: 1.1 male(s)/female 
			
total population: 1 male(s)/female (2002 est.) 
				", 1.03 , 1.04 , 0.96 , 1.1 , 1 
Nigeria,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 1.04 male(s)/female 
			
65 years and over: 0.99 male(s)/female 
			
total population: 1.03 male(s)/female (2002 est.) 
				", 1.03 , 1.01 , 1.04 , 0.99 , 1.03 
Niue,"NA 
				"
Norfolk Island,"birth: NA male(s)/female 
			
under 15 years: NA male(s)/female 
			
15-64 years: NA male(s)/female 
			
65 years and over: NA male(s)/female 
			
total population: NA male(s)/female 
				", NA , NA , NA , NA , NA 
Northern Mariana Islands,"birth: 1.06 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 0.88 male(s)/female 
			
65 years and over: 1 male(s)/female 
			
total population: 0.92 male(s)/female (2002 est.) 
				", 1.06 , 1.03 , 0.88 , 1 , 0.92 
Norway,"birth: 1.07 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 0.71 male(s)/female 
			
total population: 0.98 male(s)/female (2002 est.) 
				", 1.07 , 1.06 , 1.03 , 0.71 , 0.98 
Oman,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.53 male(s)/female 
			
65 years and over: 1.13 male(s)/female 
			
total population: 1.29 male(s)/female (2002 est.) 
				", 1.05 , 1.04 , 1.53 , 1.13 , 1.29 
Pakistan,"birth: 1.05 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.05 male(s)/female 
			
65 years and over: 0.95 male(s)/female 
			
total population: 1.05 male(s)/female (2002 est.) 
				", 1.05 , 1.06 , 1.05 , 0.95 , 1.05 
Palau,"birth: 1.06 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.19 male(s)/female 
			
65 years and over: 0.91 male(s)/female 
			
total population: 1.14 male(s)/female (2002 est.) 
				", 1.06 , 1.06 , 1.19 , 0.91 , 1.14 
Panama,"birth: 1.04 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 0.91 male(s)/female 
			
total population: 1.02 male(s)/female (2002 est.) 
				", 1.04 , 1.04 , 1.03 , 0.91 , 1.02 
Papua New Guinea,"birth: 1.05 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 1.07 male(s)/female 
			
65 years and over: 0.9 male(s)/female 
			
total population: 1.05 male(s)/female (2002 est.) 
				", 1.05 , 1.03 , 1.07 , 0.9 , 1.05 
Paraguay,"birth: 1.05 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.85 male(s)/female 
			
total population: 1.01 male(s)/female (2002 est.) 
				", 1.05 , 1.03 , 1.01 , 0.85 , 1.01 
Peru,"birth: 1.05 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.85 male(s)/female 
			
total population: 1.01 male(s)/female (2002 est.) 
				", 1.05 , 1.03 , 1.01 , 0.85 , 1.01 
Philippines,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.8 male(s)/female 
			
total population: 0.99 male(s)/female (2002 est.) 
				", 1.05 , 1.04 , 0.98 , 0.8 , 0.99 
Pitcairn Islands,"NA 
				"
Poland,"birth: 1.06 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.62 male(s)/female 
			
total population: 0.94 male(s)/female (2002 est.) 
				", 1.06 , 1.05 , 0.99 , 0.62 , 0.94 
Portugal,"birth: 1.07 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 0.96 male(s)/female 
			
65 years and over: 0.68 male(s)/female 
			
total population: 0.93 male(s)/female (2002 est.) 
				", 1.07 , 1.06 , 0.96 , 0.68 , 0.93 
Puerto Rico,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.92 male(s)/female 
			
65 years and over: 0.74 male(s)/female 
			
total population: 0.93 male(s)/female (2002 est.) 
				", 1.05 , 1.05 , 0.92 , 0.74 , 0.93 
Qatar,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 2.4 male(s)/female 
			
65 years and over: 2.57 male(s)/female 
			
total population: 1.91 male(s)/female (2002 est.) 
				", 1.05 , 1.04 , 2.4 , 2.57 , 1.91 
Reunion,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.97 male(s)/female 
			
65 years and over: 0.68 male(s)/female 
			
total population: 0.98 male(s)/female (2002 est.) 
				", 1.05 , 1.05 , 0.97 , 0.68 , 0.98 
Romania,"birth: 1.06 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.71 male(s)/female 
			
total population: 0.95 male(s)/female (2002 est.) 
				", 1.06 , 1.05 , 0.99 , 0.71 , 0.95 
Russia,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.94 male(s)/female 
			
65 years and over: 0.48 male(s)/female 
			
total population: 0.88 male(s)/female (2002 est.) 
				", 1.05 , 1.04 , 0.94 , 0.48 , 0.88 
Rwanda,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.66 male(s)/female 
			
total population: 0.99 male(s)/female (2002 est.) 
				", 1.03 , 1.01 , 0.99 , 0.66 , 0.99 
Saint Helena,"birth: 1.04 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 1.08 male(s)/female 
			
65 years and over: 0.77 male(s)/female 
			
total population: 1.04 male(s)/female (2002 est.) 
				", 1.04 , 1.03 , 1.08 , 0.77 , 1.04 
Saint Kitts and Nevis,"birth: 1.06 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.7 male(s)/female 
			
total population: 0.98 male(s)/female (2002 est.) 
				", 1.06 , 1.05 , 1 , 0.7 , 0.98 
Saint Lucia,"birth: 1.07 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.96 male(s)/female 
			
65 years and over: 0.59 male(s)/female 
			
total population: 0.97 male(s)/female (2002 est.) 
				", 1.07 , 1.05 , 0.96 , 0.59 , 0.97 
Saint Pierre and Miquelon,"birth: 1.04 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.04 male(s)/female 
			
65 years and over: 0.75 male(s)/female 
			
total population: 1.01 male(s)/female (2002 est.) 
				", 1.04 , 1.05 , 1.04 , 0.75 , 1.01 
Saint Vincent and the Grenadines,"birth: 1.03 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.06 male(s)/female 
			
65 years and over: 0.76 male(s)/female 
			
total population: 1.03 male(s)/female (2002 est.) 
				", 1.03 , 1.04 , 1.06 , 0.76 , 1.03 
Samoa,"birth: 1.05 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 1.69 male(s)/female 
			
65 years and over: 0.86 male(s)/female 
			
total population: 1.39 male(s)/female (2002 est.) 
				", 1.05 , 1.03 , 1.69 , 0.86 , 1.39 
San Marino,"birth: 1.09 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 0.95 male(s)/female 
			
65 years and over: 0.76 male(s)/female 
			
total population: 0.93 male(s)/female (2002 est.) 
				", 1.09 , 1.06 , 0.95 , 0.76 , 0.93 
Sao Tome and Principe,"birth: 1.03 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 0.93 male(s)/female 
			
65 years and over: 0.85 male(s)/female 
			
total population: 0.97 male(s)/female (2002 est.) 
				", 1.03 , 1.03 , 0.93 , 0.85 , 0.97 
Saudi Arabia,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.39 male(s)/female 
			
65 years and over: 1.25 male(s)/female 
			
total population: 1.22 male(s)/female (2002 est.) 
				", 1.05 , 1.04 , 1.39 , 1.25 , 1.22 
Senegal,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.92 male(s)/female 
			
65 years and over: 0.97 male(s)/female 
			
total population: 0.96 male(s)/female (2002 est.) 
				", 1.03 , 1.01 , 0.92 , 0.97 , 0.96 
Serbia and Montenegro,"birth: 1.08 male(s)/female 
			
under 15 years: 1.07 male(s)/female 
			
15-64 years: 0.96 male(s)/female 
			
65 years and over: 0.75 male(s)/female 
			
total population: 0.95 male(s)/female (2002 est.) 
				", 1.08 , 1.07 , 0.96 , 0.75 , 0.95 
Seychelles,"birth: 1.03 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 0.95 male(s)/female 
			
65 years and over: 0.5 male(s)/female 
			
total population: 0.93 male(s)/female (2002 est.) 
				", 1.03 , 1.02 , 0.95 , 0.5 , 0.93 
Sierra Leone,"birth: 1.03 male(s)/female 
			
under 15 years: 0.96 male(s)/female 
			
15-64 years: 0.91 male(s)/female 
			
65 years and over: 0.96 male(s)/female 
			
total population: 0.94 male(s)/female (2002 est.) 
				", 1.03 , 0.96 , 0.91 , 0.96 , 0.94 
Singapore,"birth: 1.08 male(s)/female 
			
under 15 years: 1.07 male(s)/female 
			
15-64 years: 0.95 male(s)/female 
			
65 years and over: 0.78 male(s)/female 
			
total population: 0.95 male(s)/female (2002 est.) 
				", 1.08 , 1.07 , 0.95 , 0.78 , 0.95 
Slovakia,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.61 male(s)/female 
			
total population: 0.95 male(s)/female (2002 est.) 
				", 1.05 , 1.05 , 0.99 , 0.61 , 0.95 
Slovenia,"birth: 1.05 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 0.59 male(s)/female 
			
total population: 0.96 male(s)/female (2002 est.) 
				", 1.05 , 1.06 , 1.03 , 0.59 , 0.96 
Solomon Islands,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 0.95 male(s)/female 
			
total population: 1.03 male(s)/female (2002 est.) 
				", 1.05 , 1.04 , 1.03 , 0.95 , 1.03 
Somalia,"birth: 1.03 male(s)/female 
			
under 15 years: 1 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.78 male(s)/female 
			
total population: 1 male(s)/female (2002 est.) 
				", 1.03 , 1 , 1.02 , 0.78 , 1 
South Africa,"birth: 1.02 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.94 male(s)/female 
			
65 years and over: 0.6 male(s)/female 
			
total population: 0.94 male(s)/female (2002 est.) 
				", 1.02 , 1.01 , 0.94 , 0.6 , 0.94 
Spain,"birth: 1.07 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.72 male(s)/female 
			
total population: 0.96 male(s)/female (2002 est.) 
				", 1.07 , 1.06 , 1.01 , 0.72 , 0.96 
Sri Lanka,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.95 male(s)/female 
			
65 years and over: 0.91 male(s)/female 
			
total population: 0.97 male(s)/female (2002 est.) 
				", 1.05 , 1.05 , 0.95 , 0.91 , 0.97 
Sudan,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 1.26 male(s)/female 
			
total population: 1.03 male(s)/female (2002 est.) 
				", 1.05 , 1.05 , 1 , 1.26 , 1.03 
Suriname,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.05 male(s)/female 
			
65 years and over: 0.83 male(s)/female 
			
total population: 1.03 male(s)/female (2002 est.) 
				", 1.05 , 1.05 , 1.05 , 0.83 , 1.03 
Svalbard,"NA 
				"
Swaziland,"birth: 1.03 male(s)/female 
			
under 15 years: 0.99 male(s)/female 
			
15-64 years: 0.94 male(s)/female 
			
65 years and over: 0.68 male(s)/female 
			
total population: 0.95 male(s)/female (2002 est.) 
				", 1.03 , 0.99 , 0.94 , 0.68 , 0.95 
Sweden,"birth: 1.06 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 0.74 male(s)/female 
			
total population: 0.98 male(s)/female (2002 est.) 
				", 1.06 , 1.05 , 1.03 , 0.74 , 0.98 
