Country,sex_ratio,at birth,0-14,15-64,65 years and ove,total population
Gaza Strip,"birth: 1.06 male(s)/female 
      
0-14 years: 1.06 male(s)/female 
      
15-24 years: 1.05 male(s)/female 
      
25-54 years: 1.05 male(s)/female 
      
55-64 years: 1.04 male(s)/female 
      
65 years and over: 0.68 male(s)/female 
      
total population: 1.04 male(s)/female (2014 est.) 
        ", 1.06 , 1.06 ,3.14, 0.68 , 1.04 
Georgia,"birth: 1.08 male(s)/female 
      
0-14 years: 1.12 male(s)/female 
      
15-24 years: 1.08 male(s)/female 
      
25-54 years: 0.94 male(s)/female 
      
55-64 years: 0.92 male(s)/female 
      
65 years and over: 0.66 male(s)/female 
      
total population: 0.91 male(s)/female (2014 est.) 
        ", 1.08 , 1.12 ,2.94, 0.66 , 0.91 
Germany,"birth: 1.06 male(s)/female 
      
0-14 years: 1.06 male(s)/female 
      
15-24 years: 1.04 male(s)/female 
      
25-54 years: 1.03 male(s)/female 
      
55-64 years: 0.97 male(s)/female 
      
65 years and over: 0.76 male(s)/female 
      
total population: 0.97 male(s)/female (2014 est.) 
        ", 1.06 , 1.06 ,3.04, 0.76 , 0.97 
Ghana,"birth: 1.03 male(s)/female 
      
0-14 years: 1.01 male(s)/female 
      
15-24 years: 0.99 male(s)/female 
      
25-54 years: 0.94 male(s)/female 
      
55-64 years: 0.97 male(s)/female 
      
65 years and over: 0.88 male(s)/female 
      
total population: 0.98 male(s)/female (2014 est.) 
        ", 1.03 , 1.01 ,2.9, 0.88 , 0.98 
Gibraltar,"birth: 1.07 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.09 male(s)/female 
      
25-54 years: 1.01 male(s)/female 
      
55-64 years: 1.01 male(s)/female 
      
65 years and over: 0.95 male(s)/female 
      
total population: 1.01 male(s)/female (2014 est.) 
        ", 1.07 , 1.05 ,3.11, 0.95 , 1.01 
Greece,"birth: 1.06 male(s)/female 
      
0-14 years: 1.06 male(s)/female 
      
15-24 years: 1.04 male(s)/female 
      
25-54 years: 0.99 male(s)/female 
      
55-64 years: 0.96 male(s)/female 
      
65 years and over: 0.78 male(s)/female 
      
total population: 0.96 male(s)/female (2014 est.) 
        ", 1.06 , 1.06 ,2.99, 0.78 , 0.96 
Greenland,"birth: 1.05 male(s)/female 
      
0-14 years: 1.03 male(s)/female 
      
15-24 years: 1.03 male(s)/female 
      
25-54 years: 1.12 male(s)/female 
      
55-64 years: 1.1 male(s)/female 
      
65 years and over: 1.1 male(s)/female 
      
total population: 1.11 male(s)/female (2014 est.) 
        ", 1.05 , 1.03 ,3.25, 1.1 , 1.11 
Grenada,"birth: 1.1 male(s)/female 
      
0-14 years: 1.07 male(s)/female 
      
15-24 years: 0.99 male(s)/female 
      
25-54 years: 1.05 male(s)/female 
      
55-64 years: 1.03 male(s)/female 
      
65 years and over: 0.83 male(s)/female 
      
total population: 1.02 male(s)/female (2014 est.) 
        ", 1.1 , 1.07 ,3.07, 0.83 , 1.02 
Guam,"birth: 1.06 male(s)/female 
      
0-14 years: 1.06 male(s)/female 
      
15-24 years: 1.07 male(s)/female 
      
25-54 years: 1.04 male(s)/female 
      
55-64 years: 1.03 male(s)/female 
      
65 years and over: 0.84 male(s)/female 
      
total population: 1.03 male(s)/female (2014 est.) 
        ", 1.06 , 1.06 ,3.14, 0.84 , 1.03 
Guatemala,"birth: 1.05 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 1.01 male(s)/female 
      
25-54 years: 0.91 male(s)/female 
      
55-64 years: 0.97 male(s)/female 
      
65 years and over: 0.87 male(s)/female 
      
total population: 0.97 male(s)/female (2014 est.) 
        ", 1.05 , 1.04 ,2.89, 0.87 , 0.97 
Guernsey,"birth: 1.05 male(s)/female 
      
0-14 years: 1.07 male(s)/female 
      
15-24 years: 1.04 male(s)/female 
      
25-54 years: 1.01 male(s)/female 
      
55-64 years: 0.98 male(s)/female 
      
65 years and over: 0.81 male(s)/female 
      
total population: 0.98 male(s)/female (2014 est.) 
        ", 1.05 , 1.07 ,3.03, 0.81 , 0.98 
Guinea,"birth: 1.03 male(s)/female 
      
0-14 years: 1.02 male(s)/female 
      
15-24 years: 1.02 male(s)/female 
      
25-54 years: 1.01 male(s)/female 
      
55-64 years: 1 male(s)/female 
      
65 years and over: 0.79 male(s)/female 
      
total population: 1 male(s)/female (2014 est.) 
        ", 1.03 , 1.02 ,3.03, 0.79 , 1 
Guinea-Bissau,"birth: 1.03 male(s)/female 
      
0-14 years: 1 male(s)/female 
      
15-24 years: 0.99 male(s)/female 
      
25-54 years: 0.99 male(s)/female 
      
55-64 years: 0.95 male(s)/female 
      
65 years and over: 0.64 male(s)/female 
      
total population: 0.95 male(s)/female (2014 est.) 
        ", 1.03 , 1 ,2.93, 0.64 , 0.95 
Guyana,"birth: 1.05 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 1.06 male(s)/female 
      
25-54 years: 1.09 male(s)/female 
      
55-64 years: 1.02 male(s)/female 
      
65 years and over: 0.69 male(s)/female 
      
total population: 0.99 male(s)/female (2014 est.) 
        ", 1.05 , 1.04 ,3.17, 0.69 , 0.99 
Haiti,"birth: 1.01 male(s)/female 
      
0-14 years: 1.01 male(s)/female 
      
15-24 years: 1 male(s)/female 
      
25-54 years: 0.99 male(s)/female 
      
55-64 years: 0.99 male(s)/female 
      
65 years and over: 0.8 male(s)/female 
      
total population: 0.98 male(s)/female (2014 est.) 
        ", 1.01 , 1.01 ,2.98, 0.8 , 0.98 
Honduras,"birth: 1.05 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 1.04 male(s)/female 
      
25-54 years: 1.02 male(s)/female 
      
55-64 years: 1.01 male(s)/female 
      
65 years and over: 0.79 male(s)/female 
      
total population: 1.01 male(s)/female (2014 est.) 
        ", 1.05 , 1.04 ,3.07, 0.79 , 1.01 
Hong Kong,"birth: 1.13 male(s)/female 
      
0-14 years: 1.14 male(s)/female 
      
15-24 years: 1.05 male(s)/female 
      
25-54 years: 0.75 male(s)/female 
      
55-64 years: 0.87 male(s)/female 
      
65 years and over: 0.88 male(s)/female 
      
total population: 0.94 male(s)/female (2014 est.) 
        ", 1.13 , 1.14 ,2.67, 0.88 , 0.94 
Hungary,"birth: 1.06 male(s)/female 
      
0-14 years: 1.06 male(s)/female 
      
15-24 years: 1.06 male(s)/female 
      
25-54 years: 1.01 male(s)/female 
      
55-64 years: 0.91 male(s)/female 
      
65 years and over: 0.59 male(s)/female 
      
total population: 0.91 male(s)/female (2014 est.) 
        ", 1.06 , 1.06 ,2.98, 0.59 , 0.91 
Iceland,"birth: 1.04 male(s)/female 
      
0-14 years: 1.03 male(s)/female 
      
15-24 years: 1.02 male(s)/female 
      
25-54 years: 1.02 male(s)/female 
      
55-64 years: 1 male(s)/female 
      
65 years and over: 0.85 male(s)/female 
      
total population: 1 male(s)/female (2014 est.) 
        ", 1.04 , 1.03 ,3.04, 0.85 , 1 
India,"birth: 1.12 male(s)/female 
      
0-14 years: 1.13 male(s)/female 
      
15-24 years: 1.13 male(s)/female 
      
25-54 years: 1.06 male(s)/female 
      
55-64 years: 1.08 male(s)/female 
      
65 years and over: 0.91 male(s)/female 
      
total population: 1.08 male(s)/female (2014 est.) 
        ", 1.12 , 1.13 ,3.27, 0.91 , 1.08 
Indonesia,"birth: 1.05 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 1.04 male(s)/female 
      
25-54 years: 1.03 male(s)/female 
      
55-64 years: 1 male(s)/female 
      
65 years and over: 0.78 male(s)/female 
      
total population: 1 male(s)/female (2014 est.) 
        ", 1.05 , 1.04 ,3.07, 0.78 , 1 
Iran,"birth: 1.05 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.06 male(s)/female 
      
25-54 years: 1.04 male(s)/female 
      
55-64 years: 1.03 male(s)/female 
      
65 years and over: 0.89 male(s)/female 
      
total population: 1.03 male(s)/female (2014 est.) 
        ", 1.05 , 1.05 ,3.13, 0.89 , 1.03 
Iraq,"birth: 1.05 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 1.03 male(s)/female 
      
25-54 years: 1.04 male(s)/female 
      
55-64 years: 1.03 male(s)/female 
      
65 years and over: 0.87 male(s)/female 
      
total population: 1.03 male(s)/female (2014 est.) 
        ", 1.05 , 1.04 ,3.1, 0.87 , 1.03 
Ireland,"birth: 1.06 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 1.04 male(s)/female 
      
25-54 years: 1.01 male(s)/female 
      
55-64 years: 1 male(s)/female 
      
65 years and over: 0.84 male(s)/female 
      
total population: 1 male(s)/female (2014 est.) 
        ", 1.06 , 1.04 ,3.05, 0.84 , 1 
Isle of Man,"birth: 1.08 male(s)/female 
      
0-14 years: 1.11 male(s)/female 
      
15-24 years: 1.08 male(s)/female 
      
25-54 years: 0.99 male(s)/female 
      
55-64 years: 1 male(s)/female 
      
65 years and over: 0.85 male(s)/female 
      
total population: 0.99 male(s)/female (2014 est.) 
        ", 1.08 , 1.11 ,3.07, 0.85 , 0.99 
Israel,"birth: 1.05 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.05 male(s)/female 
      
25-54 years: 1.05 male(s)/female 
      
55-64 years: 1.01 male(s)/female 
      
65 years and over: 0.78 male(s)/female 
      
total population: 1.01 male(s)/female (2014 est.) 
        ", 1.05 , 1.05 ,3.11, 0.78 , 1.01 
Italy,"birth: 1.06 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.01 male(s)/female 
      
25-54 years: 0.98 male(s)/female 
      
55-64 years: 0.93 male(s)/female 
      
65 years and over: 0.74 male(s)/female 
      
total population: 0.93 male(s)/female (2014 est.) 
        ", 1.06 , 1.05 ,2.92, 0.74 , 0.93 
Jamaica,"birth: 1.05 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 1.01 male(s)/female 
      
25-54 years: 0.97 male(s)/female 
      
55-64 years: 0.98 male(s)/female 
      
65 years and over: 0.81 male(s)/female 
      
total population: 0.98 male(s)/female (2014 est.) 
        ", 1.05 , 1.04 ,2.96, 0.81 , 0.98 
Japan,"birth: 1.06 male(s)/female 
      
0-14 years: 1.07 male(s)/female 
      
15-24 years: 1.09 male(s)/female 
      
25-54 years: 0.98 male(s)/female 
      
55-64 years: 0.94 male(s)/female 
      
65 years and over: 0.76 male(s)/female 
      
total population: 0.95 male(s)/female (2014 est.) 
        ", 1.06 , 1.07 ,3.01, 0.76 , 0.95 
Jersey,"birth: 1.06 male(s)/female 
      
0-14 years: 1.07 male(s)/female 
      
15-24 years: 1.04 male(s)/female 
      
25-54 years: 1 male(s)/female 
      
55-64 years: 0.97 male(s)/female 
      
65 years and over: 0.74 male(s)/female 
      
total population: 0.96 male(s)/female (2014 est.) 
        ", 1.06 , 1.07 ,3.01, 0.74 , 0.96 
Jordan,"birth: 1.06 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.05 male(s)/female 
      
25-54 years: 1.01 male(s)/female 
      
55-64 years: 1.02 male(s)/female 
      
65 years and over: 0.95 male(s)/female 
      
total population: 1.03 male(s)/female (2014 est.) 
        ", 1.06 , 1.05 ,3.08, 0.95 , 1.03 
Kazakhstan,"birth: 0.94 male(s)/female 
      
0-14 years: 1 male(s)/female 
      
15-24 years: 1.04 male(s)/female 
      
25-54 years: 0.95 male(s)/female 
      
55-64 years: 0.92 male(s)/female 
      
65 years and over: 0.52 male(s)/female 
      
total population: 0.92 male(s)/female (2014 est.) 
        ", 0.94 , 1 ,2.91, 0.52 , 0.92 
Kenya,"birth: 1.02 male(s)/female 
      
0-14 years: 1.01 male(s)/female 
      
15-24 years: 1 male(s)/female 
      
25-54 years: 1.02 male(s)/female 
      
55-64 years: 1 male(s)/female 
      
65 years and over: 0.79 male(s)/female 
      
total population: 1 male(s)/female (2014 est.) 
        ", 1.02 , 1.01 ,3.02, 0.79 , 1 
Kiribati,"birth: 1.05 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 1 male(s)/female 
      
25-54 years: 0.93 male(s)/female 
      
55-64 years: 0.96 male(s)/female 
      
65 years and over: 0.64 male(s)/female 
      
total population: 0.96 male(s)/female (2014 est.) 
        ", 1.05 , 1.04 ,2.89, 0.64 , 0.96 
"Korea, North","birth: 1.05 male(s)/female 
      
0-14 years: 1.03 male(s)/female 
      
15-24 years: 1.02 male(s)/female 
      
25-54 years: 1 male(s)/female 
      
55-64 years: 0.94 male(s)/female 
      
65 years and over: 0.51 male(s)/female 
      
total population: 0.94 male(s)/female (2014 est.) 
        ", 1.05 , 1.03 ,2.96, 0.51 , 0.94 
"Korea, South","birth: 1.07 male(s)/female 
      
0-14 years: 1.08 male(s)/female 
      
15-24 years: 1.13 male(s)/female 
      
25-54 years: 1.04 male(s)/female 
      
55-64 years: 1 male(s)/female 
      
65 years and over: 0.69 male(s)/female 
      
total population: 1 male(s)/female (2014 est.) 
        ", 1.07 , 1.08 ,3.17, 0.69 , 1 
Kosovo,"birth: 1.08 male(s)/female 
      
0-14 years: 1.08 male(s)/female 
      
15-24 years: 1.11 male(s)/female 
      
25-54 years: 1.12 male(s)/female 
      
55-64 years: 1.06 male(s)/female 
      
65 years and over: 0.73 male(s)/female 
      
total population: 1.06 male(s)/female (2014 est.) 
        ", 1.08 , 1.08 ,3.29, 0.73 , 1.06 
Kuwait,"birth: 1.05 male(s)/female 
      
0-14 years: 1.08 male(s)/female 
      
15-24 years: 1.22 male(s)/female 
      
25-54 years: 1.74 male(s)/female 
      
55-64 years: 1.42 male(s)/female 
      
65 years and over: 0.96 male(s)/female 
      
total population: 1.43 male(s)/female (2014 est.) 
        ", 1.05 , 1.08 ,4.38, 0.96 , 1.43 
Kyrgyzstan,"birth: 1.07 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.03 male(s)/female 
      
25-54 years: 0.96 male(s)/female 
      
55-64 years: 0.96 male(s)/female 
      
65 years and over: 0.63 male(s)/female 
      
total population: 0.96 male(s)/female (2014 est.) 
        ", 1.07 , 1.05 ,2.95, 0.63 , 0.96 
Laos,"birth: 1.04 male(s)/female 
      
0-14 years: 1.02 male(s)/female 
      
15-24 years: 0.99 male(s)/female 
      
25-54 years: 0.97 male(s)/female 
      
55-64 years: 0.99 male(s)/female 
      
65 years and over: 0.82 male(s)/female 
      
total population: 0.99 male(s)/female (2014 est.) 
        ", 1.04 , 1.02 ,2.95, 0.82 , 0.99 
Latvia,"birth: 1.05 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.04 male(s)/female 
      
25-54 years: 0.99 male(s)/female 
      
55-64 years: 0.86 male(s)/female 
      
65 years and over: 0.48 male(s)/female 
      
total population: 0.86 male(s)/female (2014 est.) 
        ", 1.05 , 1.05 ,2.89, 0.48 , 0.86 
Lebanon,"birth: 1.05 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.04 male(s)/female 
      
25-54 years: 1.02 male(s)/female 
      
55-64 years: 1 male(s)/female 
      
65 years and over: 0.86 male(s)/female 
      
total population: 0.96 male(s)/female (2014 est.) 
        ", 1.05 , 1.05 ,3.06, 0.86 , 0.96 
Lesotho,"birth: 1.03 male(s)/female 
      
0-14 years: 1.01 male(s)/female 
      
15-24 years: 0.91 male(s)/female 
      
25-54 years: 0.96 male(s)/female 
      
55-64 years: 0.98 male(s)/female 
      
65 years and over: 0.99 male(s)/female 
      
total population: 0.97 male(s)/female (2014 est.) 
        ", 1.03 , 1.01 ,2.85, 0.99 , 0.97 
Liberia,"birth: 1.03 male(s)/female 
      
0-14 years: 1.02 male(s)/female 
      
15-24 years: 0.95 male(s)/female 
      
25-54 years: 1 male(s)/female 
      
55-64 years: 0.99 male(s)/female 
      
65 years and over: 1.01 male(s)/female 
      
total population: 1 male(s)/female (2014 est.) 
        ", 1.03 , 1.02 ,2.94, 1.01 , 1 
Libya,"birth: 1.05 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.07 male(s)/female 
      
25-54 years: 1.1 male(s)/female 
      
55-64 years: 1.08 male(s)/female 
      
65 years and over: 1.04 male(s)/female 
      
total population: 1.08 male(s)/female (2014 est.) 
        ", 1.05 , 1.05 ,3.25, 1.04 , 1.08 
Liechtenstein,"birth: 1.26 male(s)/female 
      
0-14 years: 1.14 male(s)/female 
      
15-24 years: 0.98 male(s)/female 
      
25-54 years: 1 male(s)/female 
      
55-64 years: 0.99 male(s)/female 
      
65 years and over: 0.81 male(s)/female 
      
total population: 0.98 male(s)/female (2014 est.) 
        ", 1.26 , 1.14 ,2.97, 0.81 , 0.98 
Lithuania,"birth: 1.06 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.05 male(s)/female 
      
25-54 years: 1 male(s)/female 
      
55-64 years: 0.89 male(s)/female 
      
65 years and over: 0.53 male(s)/female 
      
total population: 0.89 male(s)/female (2014 est.) 
        ", 1.06 , 1.05 ,2.94, 0.53 , 0.89 
Luxembourg,"birth: 1.07 male(s)/female 
      
0-14 years: 1.06 male(s)/female 
      
15-24 years: 1.05 male(s)/female 
      
25-54 years: 1 male(s)/female 
      
55-64 years: 0.97 male(s)/female 
      
65 years and over: 0.71 male(s)/female 
      
total population: 0.97 male(s)/female (2014 est.) 
        ", 1.07 , 1.06 ,3.02, 0.71 , 0.97 
Macau,"birth: 1.05 male(s)/female 
      
0-14 years: 1.1 male(s)/female 
      
15-24 years: 1.08 male(s)/female 
      
25-54 years: 0.81 male(s)/female 
      
55-64 years: 0.91 male(s)/female 
      
65 years and over: 0.88 male(s)/female 
      
total population: 0.91 male(s)/female (2014 est.) 
        ", 1.05 , 1.1 ,2.8, 0.88 , 0.91 
Macedonia,"birth: 1.08 male(s)/female 
      
0-14 years: 1.07 male(s)/female 
      
15-24 years: 1.07 male(s)/female 
      
25-54 years: 1.03 male(s)/female 
      
55-64 years: 0.99 male(s)/female 
      
65 years and over: 0.75 male(s)/female 
      
total population: 0.99 male(s)/female (2014 est.) 
        ", 1.08 , 1.07 ,3.09, 0.75 , 0.99 
Madagascar,"birth: 1.03 male(s)/female 
      
0-14 years: 1.02 male(s)/female 
      
15-24 years: 1 male(s)/female 
      
25-54 years: 1 male(s)/female 
      
55-64 years: 1 male(s)/female 
      
65 years and over: 0.83 male(s)/female 
      
total population: 1 male(s)/female (2014 est.) 
        ", 1.03 , 1.02 ,3.0, 0.83 , 1 
Malawi,"birth: 1.02 male(s)/female 
      
0-14 years: 0.99 male(s)/female 
      
15-24 years: 0.99 male(s)/female 
      
25-54 years: 0.98 male(s)/female 
      
55-64 years: 0.98 male(s)/female 
      
65 years and over: 0.75 male(s)/female 
      
total population: 0.99 male(s)/female (2014 est.) 
        ", 1.02 , 0.99 ,2.95, 0.75 , 0.99 
Malaysia,"birth: 1.07 male(s)/female 
      
0-14 years: 1.06 male(s)/female 
      
15-24 years: 1.03 male(s)/female 
      
25-54 years: 1.03 male(s)/female 
      
55-64 years: 1.03 male(s)/female 
      
65 years and over: 0.89 male(s)/female 
      
total population: 1.03 male(s)/female (2014 est.) 
        ", 1.07 , 1.06 ,3.09, 0.89 , 1.03 
Maldives,"birth: 1.05 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 1.4 male(s)/female 
      
25-54 years: 1.43 male(s)/female 
      
55-64 years: 1.29 male(s)/female 
      
65 years and over: 0.94 male(s)/female 
      
total population: 1.34 male(s)/female (2014 est.) 
        ", 1.05 , 1.04 ,4.12, 0.94 , 1.34 
Mali,"birth: 1.03 male(s)/female 
      
0-14 years: 1.01 male(s)/female 
      
15-24 years: 0.91 male(s)/female 
      
25-54 years: 0.87 male(s)/female 
      
55-64 years: 0.95 male(s)/female 
      
65 years and over: 1.01 male(s)/female 
      
total population: 0.95 male(s)/female (2014 est.) 
        ", 1.03 , 1.01 ,2.73, 1.01 , 0.95 
Malta,"birth: 1.06 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.06 male(s)/female 
      
25-54 years: 1.04 male(s)/female 
      
55-64 years: 0.99 male(s)/female 
      
65 years and over: 0.79 male(s)/female 
      
total population: 0.99 male(s)/female (2014 est.) 
        ", 1.06 , 1.05 ,3.09, 0.79 , 0.99 
Marshall Islands,"birth: 1.05 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 1.04 male(s)/female 
      
25-54 years: 1.04 male(s)/female 
      
55-64 years: 1.04 male(s)/female 
      
65 years and over: 0.95 male(s)/female 
      
total population: 1.04 male(s)/female (2014 est.) 
        ", 1.05 , 1.04 ,3.12, 0.95 , 1.04 
Mauritania,"birth: 1.03 male(s)/female 
      
0-14 years: 1.01 male(s)/female 
      
15-24 years: 0.96 male(s)/female 
      
25-54 years: 0.86 male(s)/female 
      
55-64 years: 0.93 male(s)/female 
      
65 years and over: 0.74 male(s)/female 
      
total population: 0.93 male(s)/female (2014 est.) 
        ", 1.03 , 1.01 ,2.75, 0.74 , 0.93 
Mauritius,"birth: 1.05 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 1.02 male(s)/female 
      
25-54 years: 1 male(s)/female 
      
55-64 years: 0.97 male(s)/female 
      
65 years and over: 0.67 male(s)/female 
      
total population: 0.97 male(s)/female (2014 est.) 
        ", 1.05 , 1.04 ,2.99, 0.67 , 0.97 
Mexico,"birth: 1.05 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.02 male(s)/female 
      
25-54 years: 0.93 male(s)/female 
      
55-64 years: 0.96 male(s)/female 
      
65 years and over: 0.81 male(s)/female 
      
total population: 0.96 male(s)/female (2014 est.) 
        ", 1.05 , 1.05 ,2.91, 0.81 , 0.96 
"Micronesia, Federated States of","birth: 1.05 male(s)/female 
      
0-14 years: 1.03 male(s)/female 
      
15-24 years: 1.01 male(s)/female 
      
25-54 years: 0.94 male(s)/female 
      
55-64 years: 0.98 male(s)/female 
      
65 years and over: 0.77 male(s)/female 
      
total population: 0.99 male(s)/female (2014 est.) 
        ", 1.05 , 1.03 ,2.93, 0.77 , 0.99 
Moldova,"birth: 1.06 male(s)/female 
      
0-14 years: 1.07 male(s)/female 
      
15-24 years: 1.07 male(s)/female 
      
25-54 years: 1 male(s)/female 
      
55-64 years: 0.95 male(s)/female 
      
65 years and over: 0.6 male(s)/female 
      
total population: 0.94 male(s)/female (2014 est.) 
        ", 1.06 , 1.07 ,3.02, 0.6 , 0.94 
Monaco,"birth: 1.04 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.05 male(s)/female 
      
25-54 years: 0.99 male(s)/female 
      
55-64 years: 0.95 male(s)/female 
      
65 years and over: 0.81 male(s)/female 
      
total population: 0.95 male(s)/female (2014 est.) 
        ", 1.04 , 1.05 ,2.99, 0.81 , 0.95 
Mongolia,"birth: 1.05 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 1.02 male(s)/female 
      
25-54 years: 0.94 male(s)/female 
      
55-64 years: 0.96 male(s)/female 
      
65 years and over: 0.77 male(s)/female 
      
total population: 1 male(s)/female (2014 est.) 
        ", 1.05 , 1.04 ,2.92, 0.77 , 1 
Montenegro,"birth: 1.07 male(s)/female 
      
0-14 years: 0.95 male(s)/female 
      
15-24 years: 0.89 male(s)/female 
      
25-54 years: 1.17 male(s)/female 
      
55-64 years: 0.99 male(s)/female 
      
65 years and over: 0.66 male(s)/female 
      
total population: 0.99 male(s)/female (2014 est.) 
        ", 1.07 , 0.95 ,3.05, 0.66 , 0.99 
Montserrat,"birth: 1.04 male(s)/female 
      
0-14 years: 1.06 male(s)/female 
      
15-24 years: 1.11 male(s)/female 
      
25-54 years: 0.91 male(s)/female 
      
55-64 years: 1 male(s)/female 
      
65 years and over: 1.55 male(s)/female 
      
total population: 1 male(s)/female (2014 est.) 
        ", 1.04 , 1.06 ,3.02, 1.55 , 1 
Morocco,"birth: 1.05 male(s)/female 
      
0-14 years: 1.03 male(s)/female 
      
15-24 years: 0.99 male(s)/female 
      
25-54 years: 0.94 male(s)/female 
      
55-64 years: 0.97 male(s)/female 
      
65 years and over: 0.82 male(s)/female 
      
total population: 0.97 male(s)/female (2014 est.) 
        ", 1.05 , 1.03 ,2.9, 0.82 , 0.97 
Mozambique,"birth: 1.02 male(s)/female 
      
0-14 years: 1.01 male(s)/female 
      
15-24 years: 0.95 male(s)/female 
      
25-54 years: 0.88 male(s)/female 
      
55-64 years: 0.95 male(s)/female 
      
65 years and over: 0.85 male(s)/female 
      
total population: 0.95 male(s)/female (2014 est.) 
        ", 1.02 , 1.01 ,2.78, 0.85 , 0.95 
Namibia,"birth: 1.03 male(s)/female 
      
0-14 years: 1.02 male(s)/female 
      
15-24 years: 1.02 male(s)/female 
      
25-54 years: 1.09 male(s)/female 
      
55-64 years: 1.02 male(s)/female 
      
65 years and over: 0.78 male(s)/female 
      
total population: 1.02 male(s)/female (2014 est.) 
        ", 1.03 , 1.02 ,3.13, 0.78 , 1.02 
Nauru,"birth: 0.84 male(s)/female 
      
0-14 years: 0.79 male(s)/female 
      
15-24 years: 1.07 male(s)/female 
      
25-54 years: 0.99 male(s)/female 
      
55-64 years: 0.9 male(s)/female 
      
65 years and over: 0.78 male(s)/female 
      
total population: 0.91 male(s)/female (2014 est.) 
        ", 0.84 , 0.79 ,2.96, 0.78 , 0.91 
Nepal,"birth: 1.04 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 1.01 male(s)/female 
      
25-54 years: 0.91 male(s)/female 
      
55-64 years: 0.97 male(s)/female 
      
65 years and over: 0.87 male(s)/female 
      
total population: 0.96 male(s)/female (2014 est.) 
        ", 1.04 , 1.04 ,2.89, 0.87 , 0.96 
Netherlands,"birth: 1.05 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.04 male(s)/female 
      
25-54 years: 1.01 male(s)/female 
      
55-64 years: 0.98 male(s)/female 
      
65 years and over: 0.8 male(s)/female 
      
total population: 0.98 male(s)/female (2014 est.) 
        ", 1.05 , 1.05 ,3.03, 0.8 , 0.98 
New Caledonia,"birth: 1.05 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.04 male(s)/female 
      
25-54 years: 1.01 male(s)/female 
      
55-64 years: 1 male(s)/female 
      
65 years and over: 0.81 male(s)/female 
      
total population: 1 male(s)/female (2014 est.) 
        ", 1.05 , 1.05 ,3.05, 0.81 , 1 
New Zealand,"birth: 1.05 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.05 male(s)/female 
      
25-54 years: 1 male(s)/female 
      
55-64 years: 0.99 male(s)/female 
      
65 years and over: 0.85 male(s)/female 
      
total population: 0.99 male(s)/female (2014 est.) 
        ", 1.05 , 1.05 ,3.04, 0.85 , 0.99 
Nicaragua,"birth: 1.05 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 1.01 male(s)/female 
      
25-54 years: 0.9 male(s)/female 
      
55-64 years: 0.96 male(s)/female 
      
65 years and over: 0.83 male(s)/female 
      
total population: 0.96 male(s)/female (2014 est.) 
        ", 1.05 , 1.04 ,2.87, 0.83 , 0.96 
Niger,"birth: 1.03 male(s)/female 
      
0-14 years: 1.02 male(s)/female 
      
15-24 years: 0.98 male(s)/female 
      
25-54 years: 1 male(s)/female 
      
55-64 years: 1.01 male(s)/female 
      
65 years and over: 1.03 male(s)/female 
      
total population: 1.01 male(s)/female (2014 est.) 
        ", 1.03 , 1.02 ,2.99, 1.03 , 1.01 
